period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-09-27T15,10.84%,33.31%,45.25%,0.00%,10.60%,6.26,20.54
2023-09-27T16,11.36%,32.00%,43.50%,0.00%,13.14%,6.42,21.24
2023-09-27T17,12.84%,31.93%,41.61%,0.00%,13.62%,7.06,23.60
2023-09-27T18,12.88%,31.03%,40.01%,0.00%,16.08%,7.03,23.57
2023-09-27T19,12.53%,29.54%,38.33%,0.00%,19.60%,6.81,22.87
2023-09-27T20,12.57%,29.25%,37.33%,0.00%,20.86%,6.82,22.91
2023-09-27T21,12.86%,29.35%,36.68%,0.00%,21.12%,6.94,23.38
2023-09-27T22,12.99%,29.73%,36.91%,0.00%,20.37%,7.02,23.63
2023-09-27T23,12.42%,29.95%,37.90%,0.00%,19.72%,6.78,22.74
2023-09-28T00,12.00%,30.75%,39.81%,0.00%,17.44%,6.64,22.14
2023-09-28T01,11.86%,31.51%,41.41%,0.00%,15.22%,6.62,22.00
2023-09-28T02,11.80%,32.12%,43.34%,0.00%,12.75%,6.62,21.96
2023-09-28T03,12.22%,29.75%,46.09%,0.00%,11.95%,6.69,22.39
2023-09-28T04,12.58%,30.08%,47.25%,0.00%,10.10%,6.86,23.00
2023-09-28T05,11.87%,32.15%,49.43%,0.00%,6.55%,6.65,22.07
2023-09-28T06,10.08%,35.89%,52.41%,0.00%,1.62%,6.06,19.59
2023-09-28T07,9.78%,36.58%,54.37%,0.00%,-0.74%,5.96,19.17
2023-09-28T08,10.20%,35.51%,56.20%,0.00%,-1.91%,6.10,19.74
2023-09-28T09,10.37%,35.27%,56.81%,0.00%,-2.45%,6.15,19.98
2023-09-28T10,10.16%,36.05%,55.77%,0.00%,-1.99%,6.10,19.72
2023-09-28T11,9.54%,38.81%,51.90%,0.00%,-0.25%,5.97,19.01
2023-09-28T12,9.18%,37.51%,50.53%,0.00%,2.79%,5.75,18.30
2023-09-28T13,9.41%,36.52%,49.75%,0.00%,4.32%,5.80,18.57
2023-09-28T14,10.08%,36.55%,48.21%,0.00%,5.17%,6.09,19.64
2023-09-28T15,10.77%,34.20%,47.14%,0.00%,7.89%,6.28,20.52
2023-09-28T16,10.63%,29.25%,46.45%,0.00%,13.68%,5.98,19.81
2023-09-28T17,10.47%,28.20%,45.69%,0.00%,15.64%,5.86,19.46
2023-09-28T18,10.04%,29.30%,43.79%,0.00%,16.86%,5.73,18.88
2023-09-28T19,9.70%,27.37%,42.22%,0.00%,20.71%,5.49,18.14
2023-09-28T20,8.93%,25.28%,41.58%,0.00%,24.21%,5.06,16.71
2023-09-28T21,7.91%,27.74%,40.44%,0.00%,23.90%,4.74,15.33
2023-09-28T22,7.53%,28.57%,40.29%,0.00%,23.62%,4.61,14.79
2023-09-28T23,7.67%,28.48%,41.01%,0.00%,22.84%,4.67,15.02
2023-09-29T00,7.90%,28.26%,42.30%,0.00%,21.53%,4.76,15.37
2023-09-29T01,8.11%,28.28%,43.33%,0.00%,20.28%,4.85,15.70
2023-09-29T02,8.53%,26.99%,45.62%,0.00%,18.86%,4.97,16.25
2023-09-29T03,8.96%,26.89%,47.74%,0.00%,16.41%,5.15,16.91
2023-09-29T04,9.22%,26.57%,49.28%,0.00%,14.92%,5.24,17.30
2023-09-29T05,9.80%,29.13%,52.48%,0.00%,8.59%,5.62,18.48
2023-09-29T06,10.27%,29.47%,54.87%,0.00%,5.39%,5.83,19.26
2023-09-29T07,10.73%,33.94%,57.41%,0.00%,-2.09%,6.25,20.44
2023-09-29T08,10.96%,32.88%,58.93%,0.00%,-2.76%,6.29,20.69
2023-09-29T09,11.00%,32.43%,59.53%,0.00%,-2.96%,6.29,20.71
2023-09-29T10,11.01%,32.07%,59.13%,0.00%,-2.21%,6.28,20.70
2023-09-29T11,10.16%,37.28%,54.76%,0.00%,-2.20%,6.16,19.85
2023-09-29T12,9.74%,38.70%,53.02%,0.00%,-1.46%,6.05,19.32
2023-09-29T13,9.58%,38.33%,51.91%,0.00%,0.18%,5.96,19.02
2023-09-29T14,9.18%,37.77%,49.93%,0.00%,3.12%,5.76,18.33
2023-09-29T15,8.75%,35.70%,47.40%,0.00%,8.14%,5.48,17.45
2023-09-29T16,8.40%,35.71%,45.81%,0.00%,10.09%,5.33,16.88
2023-09-29T17,8.08%,36.18%,44.05%,0.00%,11.69%,5.21,16.42
2023-09-29T18,7.80%,34.16%,42.36%,0.00%,15.68%,4.99,15.77
2023-09-29T19,7.54%,34.03%,40.87%,0.01%,17.54%,4.95,15.52
2023-09-29T20,7.61%,32.68%,39.47%,0.00%,20.24%,4.84,15.33
2023-09-29T21,9.09%,31.90%,38.39%,0.00%,20.62%,5.44,17.61
2023-09-29T22,9.12%,31.29%,37.83%,0.00%,21.76%,5.43,17.61
2023-09-29T23,9.61%,30.03%,38.96%,0.00%,21.39%,5.58,18.26
2023-09-30T00,10.27%,28.35%,41.21%,0.00%,20.17%,5.78,19.15
2023-09-30T01,10.39%,29.88%,41.79%,0.00%,17.94%,5.90,19.48
2023-09-30T02,10.86%,29.42%,43.65%,0.00%,16.07%,6.09,20.20
2023-09-30T03,9.92%,30.95%,46.82%,0.00%,12.31%,5.75,18.84
2023-09-30T04,9.00%,31.50%,48.50%,0.00%,11.00%,5.38,17.43
2023-09-30T05,9.73%,30.63%,52.11%,0.00%,7.53%,5.66,18.51
2023-09-30T06,10.33%,28.73%,55.68%,0.00%,5.25%,5.83,19.29
2023-09-30T07,10.57%,32.93%,57.45%,0.00%,-0.95%,6.13,20.08
2023-09-30T08,11.07%,31.57%,59.79%,0.00%,-2.43%,6.28,20.74
2023-09-30T09,11.17%,30.31%,60.68%,0.00%,-2.16%,6.26,20.78
2023-09-30T10,11.21%,30.13%,60.96%,0.00%,-2.29%,6.27,20.82
2023-09-30T11,11.21%,29.82%,61.18%,0.00%,-2.22%,6.25,20.79
2023-09-30T12,10.97%,31.54%,59.81%,0.00%,-2.31%,6.23,20.57
2023-09-30T13,10.61%,32.49%,57.75%,0.00%,-0.86%,6.13,20.10
2023-09-30T14,9.93%,32.09%,53.65%,0.00%,4.33%,5.81,18.97
2023-09-30T15,9.06%,32.01%,49.02%,0.00%,9.91%,5.43,17.57
2023-09-30T16,8.28%,32.25%,44.93%,0.00%,14.54%,5.11,16.35
2023-09-30T17,8.06%,32.64%,41.94%,0.00%,17.36%,5.03,16.03
2023-09-30T18,9.35%,31.51%,39.69%,0.00%,19.44%,5.54,17.99
2023-09-30T19,9.57%,29.66%,37.77%,0.00%,22.99%,5.54,18.16
2023-09-30T20,9.35%,30.47%,37.01%,0.00%,23.17%,5.49,17.89
2023-09-30T21,9.39%,31.00%,36.77%,0.00%,22.84%,5.53,18.00
2023-09-30T22,9.36%,30.99%,36.80%,0.00%,22.84%,5.52,17.96
2023-09-30T23,9.78%,30.25%,37.98%,0.00%,21.99%,5.66,18.55
2023-10-01T00,10.42%,27.47%,40.29%,0.00%,21.83%,5.80,19.30
2023-10-01T01,10.79%,28.74%,42.13%,0.00%,18.35%,6.02,20.02
2023-10-01T02,11.15%,28.06%,45.07%,0.00%,15.71%,6.15,20.52
2023-10-01T03,9.95%,28.80%,48.05%,0.00%,13.20%,5.66,18.68
2023-10-01T04,9.39%,28.45%,50.73%,0.00%,11.43%,5.41,17.76
2023-10-01T05,10.04%,27.25%,54.64%,0.00%,8.07%,5.63,18.67
2023-10-01T06,10.58%,27.89%,57.51%,0.00%,4.03%,5.89,19.60
2023-10-01T07,11.04%,30.11%,60.30%,0.00%,-1.45%,6.20,20.55
2023-10-01T08,11.42%,29.16%,62.34%,0.00%,-2.93%,6.32,21.07
2023-10-01T09,11.62%,27.85%,63.51%,0.00%,-2.97%,6.34,21.25
2023-10-01T10,11.86%,27.09%,64.36%,0.00%,-3.31%,6.41,21.57
2023-10-01T11,11.63%,27.63%,63.55%,0.00%,-2.81%,6.33,21.25
2023-10-01T12,11.33%,29.31%,62.40%,0.00%,-3.04%,6.28,20.93
2023-10-01T13,10.75%,32.07%,58.89%,0.00%,-1.71%,6.16,20.27
2023-10-01T14,9.89%,32.85%,54.29%,0.00%,2.97%,5.83,18.99
2023-10-01T15,9.19%,32.32%,50.42%,0.00%,8.07%,5.51,17.82
2023-10-01T16,8.84%,29.39%,48.47%,0.00%,13.30%,5.21,16.97
2023-10-01T17,8.85%,29.41%,46.32%,0.00%,15.42%,5.22,16.99
2023-10-01T18,10.02%,28.03%,42.23%,0.00%,19.72%,5.66,18.72
2023-10-01T19,11.24%,26.67%,39.79%,0.00%,22.30%,6.12,20.53
2023-10-01T20,11.83%,26.11%,38.15%,0.00%,23.91%,6.34,21.42
2023-10-01T21,12.34%,25.43%,37.05%,0.00%,25.18%,6.53,22.17
2023-10-01T22,12.72%,25.19%,36.79%,0.00%,25.30%,6.69,22.76
2023-10-01T23,12.79%,25.39%,37.57%,0.00%,24.25%,6.72,22.88
2023-10-02T00,12.63%,24.59%,39.77%,0.00%,23.00%,6.62,22.56
2023-10-02T01,12.60%,26.17%,41.59%,0.00%,19.65%,6.68,22.66
2023-10-02T02,12.39%,28.23%,44.56%,0.00%,14.82%,6.69,22.51
2023-10-02T03,11.34%,28.55%,48.47%,0.00%,11.64%,6.25,20.88
2023-10-02T04,10.80%,30.33%,52.17%,0.00%,6.70%,6.10,20.19
2023-10-02T05,10.42%,30.45%,56.35%,0.00%,2.77%,5.95,19.60
2023-10-02T06,10.93%,29.36%,58.99%,0.00%,0.72%,6.11,20.30
2023-10-02T07,11.21%,30.50%,60.51%,0.00%,-2.22%,6.29,20.85
2023-10-02T08,10.99%,29.81%,61.58%,0.00%,-2.38%,6.16,20.44
2023-10-02T09,11.12%,29.63%,62.07%,0.00%,-2.82%,6.21,20.64
2023-10-02T10,10.56%,32.64%,59.38%,0.00%,-2.58%,6.11,20.03
2023-10-02T11,10.53%,32.20%,58.44%,0.00%,-1.17%,6.08,19.94
2023-10-02T12,10.22%,32.24%,55.37%,0.00%,2.17%,5.95,19.45
2023-10-02T13,9.97%,32.79%,53.88%,0.00%,3.36%,5.86,19.11
2023-10-02T14,9.78%,30.10%,51.28%,0.00%,8.84%,5.65,18.54
2023-10-02T15,10.23%,29.12%,48.06%,0.00%,12.59%,5.80,19.17
2023-10-02T16,11.41%,28.05%,44.50%,0.00%,16.05%,6.26,20.93
2023-10-02T17,12.23%,27.03%,42.40%,0.00%,18.34%,6.56,22.15
2023-10-02T18,12.69%,27.68%,39.91%,0.00%,19.73%,6.79,22.94
2023-10-02T19,12.69%,27.29%,37.89%,0.00%,22.12%,6.77,22.91
2023-10-02T20,12.72%,26.48%,36.60%,0.00%,24.20%,6.75,22.88
2023-10-02T21,12.56%,25.86%,36.07%,0.00%,25.51%,6.65,22.56
2023-10-02T22,12.57%,25.62%,36.47%,0.00%,25.35%,6.64,22.56
2023-10-02T23,12.88%,25.23%,37.05%,0.00%,24.84%,6.76,23.02
2023-10-03T00,13.30%,25.23%,38.58%,0.00%,22.90%,6.93,23.68
2023-10-03T01,13.52%,25.73%,40.62%,0.00%,20.13%,7.05,24.08
2023-10-03T02,13.81%,26.56%,43.55%,0.00%,16.08%,7.22,24.62
2023-10-03T03,14.39%,27.61%,46.73%,0.00%,11.27%,7.52,25.65
2023-10-03T04,12.24%,27.47%,51.25%,0.00%,9.04%,6.59,22.21
2023-10-03T05,10.84%,30.16%,55.53%,0.00%,3.47%,6.11,20.24
2023-10-03T06,11.22%,31.47%,57.50%,0.00%,-0.20%,6.34,20.98
2023-10-03T07,11.45%,32.25%,58.80%,0.00%,-2.50%,6.48,21.42
2023-10-03T08,11.67%,31.40%,59.91%,0.00%,-2.99%,6.53,21.69
2023-10-03T09,11.76%,31.10%,60.37%,0.00%,-3.22%,6.55,21.80
2023-10-03T10,11.60%,31.60%,59.73%,0.00%,-2.93%,6.51,21.59
2023-10-03T11,11.27%,32.93%,57.43%,0.00%,-1.63%,6.43,21.19
2023-10-03T12,11.69%,33.30%,55.58%,0.00%,-0.57%,6.63,21.90
2023-10-03T13,11.45%,33.54%,54.19%,0.00%,0.82%,6.54,21.54
2023-10-03T14,10.98%,32.74%,51.64%,0.00%,4.64%,6.30,20.71
2023-10-03T15,10.62%,30.69%,48.58%,0.00%,10.12%,6.04,19.93
2023-10-03T16,11.28%,29.21%,45.62%,0.00%,13.89%,6.26,20.84
2023-10-03T17,12.55%,28.81%,43.58%,0.00%,15.05%,6.79,22.84
2023-10-03T18,12.73%,28.30%,40.95%,0.00%,18.02%,6.84,23.08
2023-10-03T19,11.92%,27.78%,38.85%,0.00%,21.44%,6.47,21.73
2023-10-03T20,11.90%,26.84%,37.27%,0.00%,23.99%,6.41,21.61
2023-10-03T21,12.04%,26.20%,36.64%,0.00%,25.13%,6.44,21.76
2023-10-03T22,11.70%,26.64%,36.79%,0.00%,24.86%,6.32,21.27
2023-10-03T23,11.58%,25.20%,37.95%,0.00%,25.26%,6.20,20.94
2023-10-04T00,12.08%,24.82%,39.72%,0.00%,23.38%,6.39,21.70
2023-10-04T01,12.76%,24.88%,41.84%,0.00%,20.51%,6.69,22.79
2023-10-04T02,13.71%,24.83%,45.04%,0.00%,16.42%,7.09,24.30
2023-10-04T03,13.19%,26.03%,47.95%,0.00%,12.83%,6.93,23.59
2023-10-04T04,10.66%,27.77%,51.15%,0.00%,10.43%,5.92,19.71
2023-10-04T05,10.68%,27.21%,55.27%,0.00%,6.84%,5.90,19.70
2023-10-04T06,11.52%,27.45%,59.34%,0.00%,1.70%,6.27,21.05
2023-10-04T07,11.44%,31.35%,59.06%,0.00%,-1.85%,6.43,21.32
2023-10-04T08,11.83%,30.15%,60.72%,0.00%,-2.70%,6.54,21.81
2023-10-04T09,12.03%,29.08%,61.98%,0.00%,-3.09%,6.57,22.03
2023-10-04T10,11.63%,30.86%,60.02%,0.00%,-2.51%,6.49,21.56
2023-10-04T11,11.91%,32.50%,58.10%,0.00%,-2.51%,6.68,22.17
2023-10-04T12,12.43%,33.83%,54.37%,0.00%,-0.62%,6.97,23.13
2023-10-04T13,11.94%,33.86%,53.34%,0.00%,0.86%,6.77,22.36
2023-10-04T14,11.24%,31.41%,52.12%,0.00%,5.23%,6.34,20.99
2023-10-04T15,10.75%,29.20%,49.18%,0.00%,10.88%,6.03,19.99
2023-10-04T16,10.76%,28.87%,47.06%,0.00%,13.31%,6.02,19.98
2023-10-04T17,10.84%,28.59%,45.17%,0.00%,15.41%,6.04,20.08
2023-10-04T18,12.04%,26.09%,43.36%,0.00%,18.52%,6.43,21.75
2023-10-04T19,12.04%,24.75%,41.69%,0.00%,21.52%,6.37,21.63
2023-10-04T20,10.92%,24.21%,40.57%,0.00%,24.30%,5.86,19.79
2023-10-04T21,9.66%,23.74%,39.71%,0.00%,26.89%,5.30,17.72
2023-10-04T22,9.56%,23.54%,40.39%,0.00%,26.52%,5.24,17.54
2023-10-04T23,9.25%,22.78%,41.29%,0.00%,26.69%,5.07,16.97
2023-10-05T00,9.17%,23.64%,41.98%,0.00%,25.22%,5.08,16.93
2023-10-05T01,9.50%,25.49%,43.20%,0.00%,21.82%,5.31,17.65
2023-10-05T02,10.05%,24.24%,46.02%,0.00%,19.69%,5.49,18.40
2023-10-05T03,10.39%,25.02%,47.37%,0.00%,17.21%,5.67,19.02
2023-10-05T04,11.03%,26.20%,50.28%,0.00%,12.50%,6.00,20.15
2023-10-05T05,11.45%,26.28%,53.35%,0.00%,8.92%,6.19,20.83
2023-10-05T06,11.08%,25.93%,56.51%,0.00%,6.48%,6.01,20.20
2023-10-05T07,11.48%,26.83%,58.65%,0.00%,3.04%,6.23,20.94
2023-10-05T08,11.74%,27.97%,60.57%,0.00%,-0.27%,6.39,21.46
2023-10-05T09,11.81%,28.18%,60.58%,0.00%,-0.58%,6.44,21.60
2023-10-05T10,11.21%,29.93%,58.88%,0.00%,-0.02%,6.26,20.81
2023-10-05T11,11.27%,29.47%,55.10%,0.00%,4.16%,6.26,20.85
2023-10-05T12,12.69%,30.00%,51.66%,0.00%,5.65%,6.90,23.18
2023-10-05T13,14.16%,28.93%,50.81%,0.00%,6.10%,7.48,25.41
2023-10-05T14,14.63%,28.91%,48.96%,0.00%,7.50%,7.69,26.16
2023-10-05T15,14.35%,27.98%,48.13%,0.00%,9.54%,7.52,25.62
2023-10-05T16,14.50%,26.45%,47.34%,0.00%,11.71%,7.51,25.72
2023-10-05T17,14.09%,23.96%,46.57%,0.00%,15.37%,7.22,24.83
2023-10-05T18,13.72%,24.57%,45.33%,0.00%,16.38%,7.09,24.29
2023-10-05T19,13.50%,24.59%,44.54%,0.00%,17.36%,6.99,23.94
2023-10-05T20,13.48%,24.82%,44.20%,0.00%,17.51%,6.99,23.92
2023-10-05T21,13.40%,24.71%,44.48%,0.00%,17.41%,6.96,23.80
2023-10-05T22,13.59%,24.16%,44.87%,0.00%,17.38%,7.01,24.05
2023-10-05T23,13.80%,24.73%,45.56%,0.00%,15.91%,7.13,24.43
2023-10-06T00,14.17%,26.94%,45.17%,0.00%,13.72%,7.39,25.24
2023-10-06T01,14.03%,27.09%,45.85%,0.00%,13.03%,7.34,25.03
2023-10-06T02,14.49%,26.79%,46.69%,0.00%,12.02%,7.52,25.74
2023-10-06T03,14.85%,26.49%,48.87%,0.00%,9.80%,7.66,26.28
2023-10-06T04,13.74%,27.58%,51.63%,0.00%,7.04%,7.24,24.62
2023-10-06T05,12.46%,26.61%,55.32%,0.00%,5.61%,6.64,22.48
2023-10-06T06,11.65%,28.90%,57.96%,0.00%,1.48%,6.40,21.41
2023-10-06T07,11.99%,29.38%,59.24%,0.00%,-0.61%,6.57,21.99
2023-10-06T08,12.31%,30.20%,60.78%,0.00%,-3.29%,6.75,22.59
2023-10-06T09,12.25%,30.31%,60.75%,0.00%,-3.31%,6.73,22.50
2023-10-06T10,11.94%,30.77%,59.29%,0.00%,-2.01%,6.62,22.06
2023-10-06T11,11.49%,30.31%,55.46%,0.00%,2.74%,6.40,21.28
2023-10-06T12,14.04%,29.01%,52.33%,0.00%,4.62%,7.44,25.24
2023-10-06T13,15.59%,27.22%,50.52%,0.00%,6.68%,8.02,27.53
2023-10-06T14,15.94%,26.22%,49.32%,0.00%,8.52%,8.12,28.00
2023-10-06T15,15.62%,26.46%,48.35%,0.00%,9.57%,7.99,27.50
2023-10-06T16,15.23%,25.14%,47.69%,0.00%,11.95%,7.76,26.75
2023-10-06T17,14.55%,24.27%,46.87%,0.00%,14.30%,7.43,25.59
2023-10-06T18,14.11%,23.41%,46.22%,0.00%,16.26%,7.20,24.80
2023-10-06T19,14.00%,23.73%,45.66%,0.00%,16.61%,7.17,24.65
2023-10-06T20,13.79%,24.12%,44.77%,0.00%,17.32%,7.10,24.36
2023-10-06T21,13.68%,22.88%,43.93%,0.00%,19.51%,6.99,24.06
2023-10-06T22,13.85%,22.34%,44.30%,0.00%,19.51%,7.04,24.29
2023-10-06T23,14.13%,24.34%,45.75%,0.00%,15.78%,7.25,24.92
2023-10-07T00,13.69%,25.31%,47.24%,0.00%,13.76%,7.11,24.31
2023-10-07T01,13.81%,25.22%,48.26%,0.00%,12.71%,7.15,24.49
2023-10-07T02,14.12%,24.85%,50.35%,0.00%,10.68%,7.27,24.96
2023-10-07T03,14.18%,25.49%,53.21%,0.00%,7.13%,7.33,25.11
2023-10-07T04,12.03%,25.43%,56.53%,0.00%,6.01%,6.40,21.68
2023-10-07T05,9.75%,25.20%,61.06%,0.00%,3.99%,5.40,18.01
2023-10-07T06,10.27%,25.66%,64.53%,0.00%,-0.46%,5.65,18.89
2023-10-07T07,10.67%,26.00%,67.19%,0.00%,-3.86%,5.84,19.56
2023-10-07T08,11.01%,23.86%,69.52%,0.00%,-4.39%,5.88,19.89
2023-10-07T09,10.86%,22.79%,70.80%,0.00%,-4.45%,5.77,19.55
2023-10-07T10,10.84%,23.82%,70.28%,0.00%,-4.95%,5.81,19.63
2023-10-07T11,10.58%,24.40%,68.71%,0.00%,-3.69%,5.73,19.26
2023-10-07T12,10.02%,26.03%,65.50%,0.00%,-1.55%,5.56,18.53
2023-10-07T13,9.70%,25.33%,63.26%,0.00%,1.70%,5.39,17.95
2023-10-07T14,9.28%,23.53%,60.72%,0.00%,6.47%,5.12,17.09
2023-10-07T15,8.97%,21.58%,58.33%,0.00%,11.13%,4.89,16.41
2023-10-07T16,8.83%,20.82%,57.67%,0.00%,12.69%,4.80,16.11
2023-10-07T17,8.94%,19.92%,57.73%,0.00%,13.40%,4.81,16.21
2023-10-07T18,9.17%,18.84%,57.21%,0.00%,14.78%,4.85,16.48
2023-10-07T19,9.15%,18.40%,56.70%,0.00%,15.75%,4.82,16.39
2023-10-07T20,9.12%,18.14%,55.99%,0.00%,16.75%,4.80,16.32
2023-10-07T21,9.22%,18.55%,55.95%,0.00%,16.28%,4.86,16.52
2023-10-07T22,9.11%,19.14%,55.26%,0.00%,16.49%,4.84,16.41
2023-10-07T23,9.19%,20.76%,54.98%,0.00%,15.07%,4.95,16.69
2023-10-08T00,9.08%,22.32%,54.12%,0.00%,14.48%,4.98,16.67
2023-10-08T01,9.20%,23.62%,54.58%,0.00%,12.60%,5.10,16.99
2023-10-08T02,9.57%,23.92%,55.81%,0.00%,10.70%,5.27,17.61
2023-10-08T03,9.74%,24.18%,57.64%,0.00%,8.44%,5.35,17.90
2023-10-08T04,10.22%,22.39%,60.22%,0.00%,7.18%,5.47,18.48
2023-10-08T05,10.61%,21.28%,62.53%,0.00%,5.58%,5.59,19.00
2023-10-08T06,11.08%,19.24%,64.97%,0.00%,4.71%,5.70,19.56
2023-10-08T07,11.31%,19.36%,66.52%,0.00%,2.81%,5.80,19.93
2023-10-08T08,11.46%,20.13%,67.21%,0.00%,1.21%,5.90,20.25
2023-10-08T09,11.42%,18.99%,67.11%,0.00%,2.48%,5.83,20.08
2023-10-08T10,11.35%,20.23%,66.46%,0.00%,1.96%,5.86,20.09
2023-10-08T11,10.99%,21.50%,64.69%,0.00%,2.82%,5.76,19.64
2023-10-08T12,10.38%,22.14%,61.28%,0.00%,6.20%,5.53,18.73
2023-10-08T13,9.82%,22.93%,58.53%,0.00%,8.71%,5.33,17.91
2023-10-08T14,9.03%,21.33%,57.36%,0.00%,12.29%,4.91,16.49
2023-10-08T15,8.79%,19.89%,57.24%,0.00%,14.07%,4.74,15.97
2023-10-08T16,8.80%,19.11%,57.48%,0.00%,14.62%,4.71,15.91
2023-10-08T17,8.82%,18.11%,57.24%,0.00%,15.83%,4.67,15.84
2023-10-08T18,8.75%,17.65%,57.15%,0.00%,16.44%,4.61,15.68
2023-10-08T19,8.78%,18.08%,57.35%,0.00%,15.79%,4.65,15.77
2023-10-08T20,8.71%,17.54%,56.89%,0.00%,16.86%,4.59,15.61
2023-10-08T21,8.65%,17.46%,56.57%,0.00%,17.32%,4.56,15.51
2023-10-08T22,8.62%,18.27%,55.89%,0.00%,17.22%,4.59,15.53
2023-10-08T23,8.39%,20.28%,54.94%,0.00%,16.40%,4.58,15.37
2023-10-09T00,8.23%,20.97%,53.74%,0.00%,17.06%,4.55,15.17
2023-10-09T01,8.15%,22.24%,52.86%,0.00%,16.76%,4.57,15.17
2023-10-09T02,8.49%,20.79%,54.57%,0.00%,16.15%,4.65,15.57
2023-10-09T03,8.78%,22.78%,56.70%,0.00%,11.74%,4.87,16.23
2023-10-09T04,9.22%,22.45%,59.68%,0.00%,8.65%,5.05,16.91
2023-10-09T05,9.63%,22.03%,62.05%,0.00%,6.29%,5.20,17.51
2023-10-09T06,9.99%,23.25%,64.28%,0.00%,2.48%,5.41,18.20
2023-10-09T07,10.14%,22.53%,65.30%,0.00%,2.03%,5.45,18.38
2023-10-09T08,10.15%,22.64%,65.22%,0.00%,1.99%,5.45,18.40
2023-10-09T09,10.02%,22.82%,64.58%,0.00%,2.58%,5.41,18.21
2023-10-09T10,9.60%,25.43%,61.77%,0.00%,3.20%,5.35,17.80
2023-10-09T11,11.36%,25.63%,57.33%,0.00%,5.68%,6.12,20.63
2023-10-09T12,13.42%,23.95%,53.83%,0.00%,8.80%,6.93,23.76
2023-10-09T13,14.46%,23.02%,52.33%,0.00%,10.19%,7.33,25.33
2023-10-09T14,14.27%,21.94%,51.62%,0.00%,12.17%,7.20,24.91
2023-10-09T15,14.17%,21.26%,51.41%,0.00%,13.16%,7.12,24.68
2023-10-09T16,14.32%,20.11%,51.63%,0.04%,13.91%,7.44,25.58
2023-10-09T17,14.15%,20.56%,50.92%,0.00%,14.36%,7.08,24.58
2023-10-09T18,14.20%,19.71%,50.88%,0.00%,15.21%,7.06,24.58
2023-10-09T19,14.56%,18.49%,50.83%,0.00%,16.12%,7.16,25.04
2023-10-09T20,14.47%,17.54%,50.49%,0.00%,17.51%,7.07,24.81
2023-10-09T21,14.33%,16.86%,50.19%,0.00%,18.62%,6.98,24.52
2023-10-09T22,14.19%,17.60%,49.46%,0.00%,18.75%,6.95,24.35
2023-10-09T23,14.16%,19.16%,48.98%,0.00%,17.70%,7.02,24.46
2023-10-10T00,14.06%,20.59%,48.53%,0.00%,16.82%,7.04,24.45
2023-10-10T01,14.15%,18.89%,48.68%,0.00%,18.29%,7.00,24.42
2023-10-10T02,13.95%,19.68%,50.75%,0.00%,15.62%,6.95,24.18
2023-10-10T03,13.42%,22.22%,53.62%,0.00%,10.74%,6.84,23.58
2023-10-10T04,12.01%,21.84%,57.27%,0.00%,8.89%,6.22,21.29
2023-10-10T05,10.76%,21.97%,60.36%,0.00%,6.91%,5.69,19.31
2023-10-10T06,10.52%,22.64%,63.53%,0.00%,3.31%,5.62,19.00
2023-10-10T07,10.81%,24.03%,65.41%,0.00%,-0.25%,5.81,19.59
2023-10-10T08,10.74%,24.61%,65.76%,0.00%,-1.11%,5.80,19.54
2023-10-10T09,10.60%,24.96%,65.08%,0.00%,-0.64%,5.76,19.35
2023-10-10T10,10.84%,28.02%,61.99%,0.00%,-0.85%,6.01,20.02
2023-10-10T11,12.62%,27.27%,56.99%,0.00%,3.12%,6.74,22.79
2023-10-10T12,12.13%,26.89%,53.22%,0.00%,7.76%,6.51,21.98
2023-10-10T13,13.70%,25.27%,51.43%,0.00%,9.60%,7.11,24.33
2023-10-10T14,14.50%,21.75%,51.38%,0.00%,12.38%,7.29,25.26
2023-10-10T15,13.45%,22.25%,50.66%,0.00%,13.64%,6.86,23.63
2023-10-10T16,13.36%,20.74%,50.88%,0.00%,15.02%,6.75,23.34
2023-10-10T17,12.65%,22.10%,50.02%,0.00%,15.23%,6.50,22.33
2023-10-10T18,11.41%,24.19%,48.52%,0.00%,15.88%,6.07,20.57
2023-10-10T19,11.32%,24.17%,47.98%,0.00%,16.53%,6.03,20.41
2023-10-10T20,11.19%,24.04%,47.15%,0.00%,17.63%,5.97,20.19
2023-10-10T21,10.89%,24.63%,45.82%,0.00%,18.66%,5.87,19.77
2023-10-10T22,10.90%,24.46%,45.78%,0.00%,18.85%,5.87,19.78
2023-10-10T23,10.90%,24.92%,46.00%,0.00%,18.17%,5.89,19.83
2023-10-11T00,11.46%,24.89%,46.01%,0.00%,17.65%,6.13,20.71
2023-10-11T01,12.94%,23.68%,46.32%,0.00%,17.06%,6.71,22.96
2023-10-11T02,13.19%,24.64%,48.59%,0.00%,13.58%,6.86,23.45
2023-10-11T03,13.65%,25.42%,51.85%,0.00%,9.07%,7.10,24.27
2023-10-11T04,11.46%,26.41%,55.23%,0.00%,6.89%,6.20,20.86
2023-10-11T05,9.69%,25.91%,59.78%,0.00%,4.61%,5.42,17.99
2023-10-11T06,10.27%,27.62%,62.92%,0.00%,-0.81%,5.75,19.08
2023-10-11T07,10.58%,27.64%,64.83%,0.00%,-3.06%,5.88,19.58
2023-10-11T08,10.65%,29.44%,65.09%,0.00%,-5.18%,6.00,19.86
