period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-06-07T03,13.38%,34.40%,43.42%,0.00%,8.80%,7.41,24.70
2023-06-07T04,13.85%,33.29%,46.06%,0.00%,6.80%,7.56,25.35
2023-06-07T05,14.72%,31.61%,49.13%,0.00%,4.54%,7.85,26.57
2023-06-07T06,15.62%,30.83%,53.31%,0.00%,0.24%,8.20,27.93
2023-06-07T07,16.05%,32.29%,55.72%,0.00%,-4.06%,8.46,28.77
2023-06-07T08,16.54%,30.24%,57.36%,0.00%,-4.14%,8.57,29.34
2023-06-07T09,16.92%,28.85%,58.71%,0.00%,-4.48%,8.67,29.81
2023-06-07T10,16.82%,29.33%,58.25%,0.00%,-4.39%,8.65,29.70
2023-06-07T11,16.25%,31.26%,55.92%,0.00%,-3.42%,8.49,28.97
2023-06-07T12,15.93%,32.73%,54.18%,0.00%,-2.84%,8.43,28.61
2023-06-07T13,15.86%,34.01%,51.31%,0.00%,-1.18%,8.46,28.62
2023-06-07T14,16.23%,34.30%,49.04%,0.00%,0.43%,8.63,29.25
2023-06-07T15,16.11%,33.89%,47.51%,0.00%,2.49%,8.56,29.01
2023-06-07T16,15.06%,35.19%,44.42%,0.00%,5.34%,8.17,27.46
2023-06-07T17,14.24%,33.51%,42.02%,0.00%,10.23%,7.74,25.99
2023-06-07T18,13.95%,33.50%,41.07%,0.00%,11.49%,7.61,25.52
2023-06-07T19,14.00%,33.81%,39.89%,0.00%,12.30%,7.65,25.63
2023-06-07T20,14.83%,32.28%,38.96%,0.00%,13.92%,7.93,26.82
2023-06-07T21,14.86%,31.76%,38.53%,0.00%,14.84%,7.92,26.81
2023-06-07T22,13.66%,30.69%,38.90%,0.00%,16.75%,7.35,24.79
2023-06-07T23,13.03%,30.15%,39.26%,0.00%,17.56%,7.05,23.73
2023-06-08T00,13.62%,30.27%,40.20%,0.00%,15.91%,7.32,24.68
2023-06-08T01,13.40%,29.88%,42.03%,0.00%,14.69%,7.20,24.30
2023-06-08T02,13.88%,28.15%,44.30%,0.00%,13.67%,7.33,24.89
2023-06-08T03,14.70%,26.46%,46.97%,0.00%,11.87%,7.60,26.04
2023-06-08T04,15.15%,26.14%,48.72%,0.00%,9.99%,7.78,26.73
2023-06-08T05,15.98%,27.89%,51.39%,0.00%,4.74%,8.22,28.23
2023-06-08T06,16.47%,26.56%,53.06%,0.00%,3.92%,8.36,28.86
2023-06-08T07,17.11%,23.60%,56.13%,0.00%,3.15%,8.50,29.60
2023-06-08T08,17.30%,24.48%,58.07%,0.00%,0.15%,8.62,30.00
2023-06-08T09,17.46%,26.31%,58.33%,0.00%,-2.10%,8.78,30.43
2023-06-08T10,17.21%,26.36%,57.79%,0.00%,-1.36%,8.68,30.04
2023-06-08T11,16.52%,28.06%,55.41%,0.00%,0.01%,8.46,29.09
2023-06-08T12,16.45%,26.06%,55.05%,0.00%,2.44%,8.33,28.80
2023-06-08T13,15.88%,27.81%,51.85%,0.00%,4.47%,8.17,28.04
2023-06-08T14,15.50%,29.84%,48.37%,0.00%,6.29%,8.10,27.64
2023-06-08T15,15.05%,31.43%,46.31%,0.00%,7.22%,7.99,27.07
2023-06-08T16,13.91%,32.99%,43.71%,0.00%,9.39%,7.57,25.41
2023-06-08T17,14.35%,32.98%,41.62%,0.00%,11.06%,7.76,26.11
2023-06-08T18,15.05%,31.32%,39.76%,0.00%,13.87%,7.98,27.07
2023-06-08T19,14.96%,30.60%,39.07%,0.00%,15.36%,7.91,26.86
2023-06-08T20,15.24%,30.04%,37.89%,0.00%,16.83%,8.00,27.25
2023-06-08T21,14.97%,30.53%,37.33%,0.00%,17.17%,7.91,26.86
2023-06-08T22,14.88%,30.69%,37.29%,0.00%,17.15%,7.88,26.73
2023-06-08T23,14.36%,31.41%,37.89%,0.00%,16.35%,7.69,25.98
2023-06-09T00,13.68%,32.55%,38.87%,0.00%,14.90%,7.45,25.01
2023-06-09T01,13.93%,33.06%,41.10%,0.00%,11.91%,7.58,25.45
2023-06-09T02,14.50%,34.56%,43.06%,0.00%,7.89%,7.90,26.50
2023-06-09T03,15.33%,33.41%,46.06%,0.00%,5.21%,8.20,27.71
2023-06-09T04,15.57%,31.64%,48.70%,0.00%,4.09%,8.22,27.94
2023-06-09T05,16.50%,27.90%,52.79%,0.00%,2.81%,8.44,29.04
2023-06-09T06,17.21%,28.82%,56.40%,0.00%,-2.44%,8.79,30.27
2023-06-09T07,17.55%,28.55%,58.72%,0.00%,-4.83%,8.93,30.80
2023-06-09T08,17.93%,27.12%,60.06%,0.00%,-5.11%,9.02,31.26
2023-06-09T09,18.12%,26.03%,60.73%,0.00%,-4.88%,9.05,31.45
2023-06-09T10,17.76%,26.93%,59.51%,0.00%,-4.21%,8.94,30.97
2023-06-09T11,17.06%,30.10%,57.27%,0.00%,-4.43%,8.79,30.16
2023-06-09T12,16.55%,29.97%,55.52%,0.00%,-2.04%,8.56,29.33
2023-06-09T13,15.65%,28.59%,52.58%,0.00%,3.18%,8.11,27.76
2023-06-09T14,15.34%,28.64%,50.23%,0.00%,5.79%,7.98,27.28
2023-06-09T15,14.72%,32.03%,47.34%,0.00%,5.92%,7.87,26.61
2023-06-09T16,14.20%,32.25%,45.71%,0.00%,7.84%,7.66,25.80
2023-06-09T17,15.18%,31.73%,43.38%,0.00%,9.71%,8.06,27.32
2023-06-09T18,15.22%,30.92%,41.39%,0.00%,12.48%,8.04,27.30
2023-06-09T19,15.59%,30.76%,39.68%,0.00%,13.96%,8.19,27.88
2023-06-09T20,15.75%,29.83%,38.39%,0.00%,16.03%,8.21,28.05
2023-06-09T21,15.49%,29.25%,37.82%,0.00%,17.44%,8.07,27.57
2023-06-09T22,15.90%,29.00%,37.18%,0.00%,17.91%,8.24,28.20
2023-06-09T23,15.80%,29.47%,37.51%,0.00%,17.22%,8.22,28.09
2023-06-10T00,15.74%,29.62%,38.76%,0.00%,15.89%,8.20,28.00
2023-06-10T01,15.33%,31.51%,41.29%,0.00%,11.88%,8.11,27.53
2023-06-10T02,15.38%,33.79%,43.58%,0.00%,7.25%,8.24,27.84
2023-06-10T03,16.07%,32.74%,46.02%,0.00%,5.16%,8.49,28.84
2023-06-10T04,16.86%,32.28%,49.41%,0.00%,1.45%,8.81,30.05
2023-06-10T05,16.72%,32.73%,52.23%,0.00%,-1.68%,8.77,29.88
2023-06-10T06,17.60%,31.00%,53.43%,0.00%,-2.03%,9.07,31.11
2023-06-10T07,18.25%,31.08%,54.33%,0.00%,-3.66%,9.35,32.15
2023-06-10T08,19.06%,29.79%,56.79%,0.00%,-5.64%,9.63,33.32
2023-06-10T09,19.51%,28.26%,58.01%,0.00%,-5.78%,9.76,33.89
2023-06-10T10,19.40%,29.15%,57.62%,0.00%,-6.17%,9.75,33.81
2023-06-10T11,19.13%,28.41%,57.97%,0.00%,-5.51%,9.60,33.29
2023-06-10T12,18.73%,27.53%,58.10%,0.00%,-4.36%,9.39,32.57
2023-06-10T13,17.41%,30.62%,54.48%,0.00%,-2.51%,8.97,30.77
2023-06-10T14,16.63%,31.75%,51.97%,0.00%,-0.35%,8.68,29.64
2023-06-10T15,16.09%,31.30%,50.20%,0.00%,2.41%,8.43,28.72
2023-06-10T16,15.35%,33.52%,48.23%,0.00%,2.90%,8.22,27.77
2023-06-10T17,14.41%,33.21%,45.01%,0.00%,7.37%,7.80,26.23
2023-06-10T18,13.48%,32.33%,42.16%,0.00%,12.03%,7.35,24.66
2023-06-10T19,14.23%,30.42%,39.81%,0.00%,15.54%,7.59,25.68
2023-06-10T20,15.72%,30.44%,38.05%,0.00%,15.79%,8.23,28.05
2023-06-10T21,16.69%,30.65%,37.01%,0.00%,15.65%,8.66,29.63
2023-06-10T22,17.05%,30.82%,36.96%,0.00%,15.16%,8.82,30.22
2023-06-10T23,16.43%,31.89%,37.60%,0.00%,14.08%,8.60,29.33
2023-06-11T00,15.10%,32.06%,39.00%,0.00%,13.83%,8.04,27.22
2023-06-11T01,13.21%,32.56%,41.11%,0.00%,13.12%,7.25,24.25
2023-06-11T02,13.10%,34.02%,42.83%,0.00%,10.06%,7.27,24.21
2023-06-11T03,13.91%,34.19%,45.47%,0.00%,6.44%,7.63,25.52
2023-06-11T04,14.93%,32.91%,48.66%,0.00%,3.50%,8.00,27.03
2023-06-11T05,16.09%,30.15%,52.65%,0.00%,1.10%,8.37,28.62
2023-06-11T06,16.64%,30.49%,55.70%,0.00%,-2.84%,8.63,29.53
2023-06-11T07,17.26%,29.13%,58.68%,0.00%,-5.07%,8.83,30.39
2023-06-11T08,17.75%,27.54%,60.26%,0.00%,-5.55%,8.97,31.02
2023-06-11T09,18.09%,26.15%,61.35%,0.00%,-5.59%,9.04,31.42
2023-06-11T10,18.51%,24.77%,62.74%,0.00%,-6.02%,9.16,31.96
2023-06-11T11,18.27%,25.04%,62.19%,0.00%,-5.50%,9.07,31.59
2023-06-11T12,17.81%,26.36%,60.94%,0.00%,-5.11%,8.93,30.98
2023-06-11T13,16.70%,28.10%,57.51%,0.00%,-2.30%,8.54,29.38
2023-06-11T14,15.70%,26.72%,52.40%,0.00%,5.17%,8.04,27.67
2023-06-11T15,14.71%,28.83%,48.50%,0.00%,7.97%,7.71,26.28
2023-06-11T16,14.04%,30.02%,46.43%,0.00%,9.51%,7.48,25.32
2023-06-11T17,13.48%,30.06%,44.26%,0.00%,12.20%,7.24,24.43
2023-06-11T18,14.71%,28.32%,41.75%,0.00%,15.22%,7.69,26.23
2023-06-11T19,15.03%,28.68%,39.94%,0.00%,16.35%,7.85,26.78
2023-06-11T20,17.27%,28.26%,38.50%,0.00%,15.97%,8.79,30.31
2023-06-11T21,18.47%,27.19%,38.38%,0.00%,15.96%,9.26,32.13
2023-06-11T22,18.46%,27.25%,38.15%,0.00%,16.14%,9.26,32.12
2023-06-11T23,17.46%,27.61%,39.01%,0.00%,15.92%,8.84,30.55
2023-06-12T00,15.50%,29.91%,40.28%,0.00%,14.31%,8.11,27.64
2023-06-12T01,14.32%,29.87%,42.17%,0.00%,13.63%,7.60,25.77
2023-06-12T02,14.34%,30.80%,43.54%,0.00%,11.32%,7.65,25.88
2023-06-12T03,14.12%,31.51%,46.09%,0.00%,8.28%,7.59,25.60
2023-06-12T04,15.28%,32.58%,49.21%,0.00%,2.93%,8.14,27.56
2023-06-12T05,16.56%,29.87%,53.40%,0.00%,0.17%,8.56,29.34
2023-06-12T06,17.29%,30.22%,55.57%,0.00%,-3.08%,8.90,30.54
2023-06-12T07,17.92%,28.75%,57.50%,0.00%,-4.17%,9.10,31.40
2023-06-12T08,18.45%,26.97%,59.18%,0.00%,-4.60%,9.24,32.07
2023-06-12T09,18.49%,26.40%,59.60%,0.00%,-4.49%,9.23,32.08
2023-06-12T10,18.08%,27.59%,58.64%,0.00%,-4.31%,9.11,31.54
2023-06-12T11,17.18%,30.93%,55.75%,0.00%,-3.85%,8.88,30.43
2023-06-12T12,16.35%,30.55%,53.38%,0.00%,-0.28%,8.50,29.06
2023-06-12T13,15.45%,29.75%,50.29%,0.00%,4.52%,8.08,27.55
2023-06-12T14,15.04%,30.02%,48.49%,0.00%,6.45%,7.92,26.93
2023-06-12T15,14.72%,29.27%,47.53%,0.00%,8.48%,7.74,26.34
2023-06-12T16,14.55%,30.28%,46.40%,0.00%,8.77%,7.72,26.18
2023-06-12T17,14.26%,30.60%,44.82%,0.00%,10.31%,7.61,25.74
2023-06-12T18,14.41%,30.62%,43.65%,0.00%,11.31%,7.67,25.98
2023-06-12T19,14.99%,29.58%,42.73%,0.00%,12.70%,7.87,26.80
2023-06-12T20,16.12%,28.69%,41.29%,0.00%,13.90%,8.32,28.52
2023-06-12T21,16.68%,27.97%,40.89%,0.00%,14.46%,8.52,29.34
2023-06-12T22,16.36%,29.05%,40.51%,0.00%,14.09%,8.44,28.94
2023-06-12T23,15.14%,28.98%,40.56%,0.00%,15.33%,7.91,26.99
2023-06-13T00,13.83%,29.65%,41.36%,0.00%,15.16%,7.38,24.96
2023-06-13T01,13.85%,30.56%,42.19%,0.00%,13.40%,7.43,25.08
2023-06-13T02,14.39%,31.38%,44.00%,0.00%,10.23%,7.70,26.02
2023-06-13T03,15.38%,28.85%,46.89%,0.00%,8.88%,8.01,27.36
2023-06-13T04,15.81%,28.78%,50.21%,0.00%,5.20%,8.19,28.04
2023-06-13T05,15.33%,26.26%,55.36%,0.00%,3.04%,7.86,27.03
2023-06-13T06,16.27%,25.41%,58.22%,0.00%,0.11%,8.22,28.44
2023-06-13T07,16.92%,26.20%,60.73%,0.00%,-3.85%,8.54,29.55
2023-06-13T08,17.20%,27.09%,61.46%,0.00%,-5.75%,8.71,30.09
2023-06-13T09,17.12%,26.84%,61.01%,0.00%,-4.98%,8.66,29.94
2023-06-13T10,17.69%,25.72%,61.48%,0.00%,-4.89%,8.85,30.73
2023-06-13T11,17.16%,28.70%,58.55%,0.00%,-4.41%,8.76,30.18
2023-06-13T12,16.49%,30.36%,55.82%,0.00%,-2.67%,8.56,29.28
2023-06-13T13,16.87%,29.09%,52.81%,0.00%,1.23%,8.66,29.75
2023-06-13T14,17.26%,30.53%,50.37%,0.00%,1.83%,8.90,30.53
2023-06-13T15,17.21%,28.97%,48.84%,0.00%,4.98%,8.80,30.29
2023-06-13T16,17.53%,28.24%,47.14%,0.00%,7.10%,8.90,30.72
2023-06-13T17,18.46%,28.57%,45.60%,0.00%,7.37%,9.32,32.24
2023-06-13T18,18.16%,28.91%,43.44%,0.00%,9.49%,9.21,31.80
2023-06-13T19,18.13%,28.68%,41.87%,0.00%,11.33%,9.18,31.73
2023-06-13T20,18.48%,28.84%,40.43%,0.00%,12.25%,9.34,32.30
2023-06-13T21,17.03%,27.80%,39.15%,0.00%,16.02%,8.67,29.89
2023-06-13T22,15.84%,26.93%,38.38%,0.00%,18.84%,8.11,27.91
2023-06-13T23,15.42%,28.70%,38.14%,0.00%,17.75%,8.02,27.41
2023-06-14T00,15.76%,28.37%,38.70%,0.00%,17.17%,8.14,27.91
2023-06-14T01,16.56%,27.89%,40.19%,0.00%,15.35%,8.47,29.15
2023-06-14T02,17.01%,28.49%,41.38%,0.00%,13.12%,8.69,29.92
2023-06-14T03,17.25%,27.91%,44.48%,0.00%,10.36%,8.77,30.25
2023-06-14T04,18.26%,29.78%,47.73%,0.00%,4.24%,9.29,32.03
2023-06-14T05,19.77%,24.75%,51.62%,0.00%,3.86%,9.70,33.97
2023-06-14T06,20.82%,23.20%,54.45%,0.00%,1.54%,10.08,35.48
2023-06-14T07,21.91%,23.77%,57.96%,0.00%,-3.64%,10.57,37.28
2023-06-14T08,21.91%,24.17%,59.27%,0.00%,-5.35%,10.59,37.32
2023-06-14T09,21.95%,23.88%,59.52%,0.00%,-5.35%,10.60,37.36
2023-06-14T10,22.07%,24.40%,58.70%,0.00%,-5.17%,10.67,37.60
2023-06-14T11,21.24%,27.33%,56.15%,0.00%,-4.72%,10.46,36.55
2023-06-14T12,21.08%,27.91%,54.92%,0.00%,-3.90%,10.41,36.35
2023-06-14T13,20.22%,30.76%,51.96%,0.00%,-2.93%,10.18,35.26
2023-06-14T14,19.71%,30.60%,48.97%,0.00%,0.72%,9.95,34.43
2023-06-14T15,20.53%,29.71%,47.33%,0.00%,2.42%,10.27,35.66
2023-06-14T16,20.02%,31.42%,44.79%,0.00%,3.76%,10.13,35.01
2023-06-14T17,19.23%,30.12%,43.12%,0.00%,7.53%,9.72,33.62
2023-06-14T18,18.36%,30.00%,41.44%,0.00%,10.20%,9.34,32.22
2023-06-14T19,17.63%,29.13%,41.21%,0.00%,12.03%,8.99,30.97
2023-06-14T20,15.93%,28.71%,39.93%,0.00%,15.43%,8.24,28.23
2023-06-14T21,15.12%,28.45%,38.84%,0.00%,17.59%,7.87,26.90
2023-06-14T22,15.36%,27.23%,38.75%,0.00%,18.66%,7.92,27.17
2023-06-14T23,15.14%,28.83%,38.28%,0.00%,17.75%,7.90,26.97
2023-06-15T00,15.51%,27.69%,39.15%,0.00%,17.66%,8.00,27.44
2023-06-15T01,15.89%,28.51%,40.37%,0.00%,15.23%,8.21,28.14
2023-06-15T02,16.28%,28.71%,41.25%,0.00%,13.76%,8.39,28.78
2023-06-15T03,17.19%,27.65%,43.57%,0.00%,11.59%,8.73,30.13
2023-06-15T04,17.88%,28.15%,46.29%,0.00%,7.67%,9.05,31.28
2023-06-15T05,19.86%,25.53%,50.65%,0.00%,3.96%,9.78,34.19
2023-06-15T06,20.38%,26.03%,52.58%,0.00%,1.01%,10.02,35.06
2023-06-15T07,21.38%,26.18%,55.94%,0.00%,-3.49%,10.46,36.67
2023-06-15T08,21.91%,26.11%,57.05%,0.00%,-5.08%,10.69,37.52
2023-06-15T09,22.00%,25.41%,57.46%,0.00%,-4.87%,10.69,37.59
2023-06-15T10,21.80%,26.39%,56.91%,0.00%,-5.10%,10.65,37.36
2023-06-15T11,20.88%,29.47%,54.58%,0.00%,-4.93%,10.40,36.19
2023-06-15T12,20.33%,30.64%,52.52%,0.00%,-3.49%,10.22,35.43
2023-06-15T13,19.03%,31.68%,49.03%,0.00%,0.26%,9.71,33.46
2023-06-15T14,18.00%,30.80%,45.83%,0.00%,5.38%,9.23,31.72
2023-06-15T15,18.51%,30.76%,43.29%,0.00%,7.44%,9.45,32.54
2023-06-15T16,18.87%,30.94%,41.72%,0.00%,8.47%,9.61,33.13
2023-06-15T17,18.08%,32.22%,40.09%,0.00%,9.61%,9.33,31.99
2023-06-15T18,17.95%,32.88%,38.56%,0.00%,10.61%,9.30,31.85
2023-06-15T19,17.82%,32.37%,37.90%,0.00%,11.91%,9.23,31.59
2023-06-15T20,17.04%,31.35%,37.44%,0.00%,14.17%,8.84,30.25
2023-06-15T21,16.62%,30.40%,37.26%,0.00%,15.72%,8.61,29.48
2023-06-15T22,16.61%,30.13%,37.02%,0.00%,16.24%,8.60,29.44
2023-06-15T23,16.90%,30.48%,37.26%,0.00%,15.35%,8.74,29.94
2023-06-16T00,17.35%,29.46%,38.37%,0.00%,14.81%,8.89,30.57
2023-06-16T01,18.18%,29.19%,40.07%,0.00%,12.56%,9.23,31.86
2023-06-16T02,18.75%,28.54%,41.23%,0.00%,11.49%,9.44,32.70
2023-06-16T03,18.40%,29.48%,43.10%,0.00%,9.02%,9.34,32.23
2023-06-16T04,18.27%,31.00%,45.67%,0.00%,5.07%,9.35,32.18
2023-06-16T05,19.67%,29.15%,49.38%,0.00%,1.80%,9.87,34.22
2023-06-16T06,20.58%,28.73%,52.37%,0.00%,-1.68%,10.24,35.65
2023-06-16T07,21.13%,28.84%,54.75%,0.00%,-4.72%,10.48,36.53
2023-06-16T08,21.94%,26.85%,56.58%,0.00%,-5.37%,10.74,37.64
2023-06-16T09,22.20%,25.97%,57.54%,0.00%,-5.71%,10.80,37.96
2023-06-16T10,21.65%,27.10%,56.16%,0.00%,-4.92%,10.62,37.20
2023-06-16T11,21.19%,28.50%,54.79%,0.00%,-4.48%,10.49,36.59
2023-06-16T12,21.19%,29.57%,53.73%,0.00%,-4.49%,10.54,36.70
2023-06-16T13,22.39%,29.75%,50.50%,0.00%,-2.64%,11.07,38.63
2023-06-16T14,23.01%,30.54%,47.24%,0.00%,-0.80%,11.37,39.70
2023-06-16T15,22.93%,31.74%,44.66%,0.00%,0.66%,11.40,39.69
2023-06-16T16,22.80%,32.83%,40.71%,0.00%,3.66%,11.39,39.58
2023-06-16T17,21.93%,31.02%,38.15%,0.00%,8.89%,10.93,38.02
2023-06-16T18,20.92%,30.67%,36.12%,0.00%,12.30%,10.48,36.37
2023-06-16T19,20.88%,31.76%,34.58%,0.00%,12.78%,10.51,36.41
2023-06-16T20,21.14%,30.72%,34.19%,0.00%,13.96%,10.58,36.73
2023-06-16T21,21.09%,30.01%,34.44%,0.00%,14.46%,10.52,36.57
2023-06-16T22,20.34%,30.35%,35.14%,0.00%,14.17%,10.21,35.42
2023-06-16T23,20.00%,29.59%,36.31%,0.00%,14.10%,10.03,34.80
2023-06-17T00,20.18%,27.85%,38.32%,0.00%,13.65%,10.02,34.91
2023-06-17T01,20.22%,26.93%,40.17%,0.00%,12.67%,10.00,34.90
2023-06-17T02,20.83%,26.21%,41.55%,0.00%,11.40%,10.23,35.81
2023-06-17T03,21.46%,27.91%,44.11%,0.00%,6.51%,10.58,36.97
2023-06-17T04,18.73%,30.60%,45.27%,0.00%,5.41%,9.53,32.87
2023-06-17T05,19.25%,27.14%,48.56%,0.00%,5.05%,9.59,33.37
2023-06-17T06,20.38%,27.78%,51.92%,0.00%,-0.09%,10.11,35.24
2023-06-17T07,21.49%,26.41%,55.56%,0.00%,-3.46%,10.52,36.87
2023-06-17T08,22.31%,24.64%,57.86%,0.00%,-4.81%,10.79,38.01
2023-06-17T09,23.01%,22.95%,59.46%,0.00%,-5.42%,11.01,38.95
2023-06-17T10,23.21%,21.69%,60.27%,0.00%,-5.17%,11.04,39.16
2023-06-17T11,23.24%,21.25%,60.19%,0.00%,-4.69%,11.03,39.16
2023-06-17T12,22.60%,23.42%,58.64%,0.00%,-4.65%,10.85,38.35
2023-06-17T13,21.09%,26.25%,54.62%,0.00%,-1.96%,10.34,36.22
2023-06-17T14,19.85%,30.53%,50.13%,0.00%,-0.51%,10.01,34.65
2023-06-17T15,18.37%,32.61%,46.40%,0.00%,2.62%,9.47,32.49
2023-06-17T16,17.85%,32.09%,43.53%,0.00%,6.53%,9.22,31.61
2023-06-17T17,19.25%,31.35%,41.09%,0.00%,8.31%,9.79,33.77
2023-06-17T18,18.80%,33.57%,39.01%,0.00%,8.63%,9.70,33.27
2023-06-17T19,17.66%,33.45%,36.99%,0.00%,11.89%,9.21,31.44
2023-06-17T20,16.79%,33.53%,35.95%,0.00%,13.73%,8.84,30.05
2023-06-17T21,15.23%,33.05%,34.97%,0.00%,16.75%,8.14,27.52
2023-06-17T22,16.92%,32.47%,34.33%,0.00%,16.28%,8.84,30.17
2023-06-17T23,16.82%,32.98%,34.58%,0.00%,15.62%,8.82,30.06
2023-06-18T00,16.78%,32.78%,35.98%,0.00%,14.45%,8.80,29.98
2023-06-18T01,17.25%,31.16%,38.02%,0.00%,13.57%,8.92,30.56
2023-06-18T02,16.74%,31.85%,39.86%,0.00%,11.54%,8.74,29.82
2023-06-18T03,17.86%,28.85%,42.41%,0.00%,10.88%,9.07,31.31
2023-06-18T04,18.73%,27.78%,45.64%,0.00%,7.85%,9.40,32.60
2023-06-18T05,17.50%,28.83%,50.12%,0.00%,3.55%,8.92,30.74
2023-06-18T06,17.58%,27.72%,54.08%,0.00%,0.61%,8.90,30.76
2023-06-18T07,17.31%,30.68%,57.28%,0.00%,-5.26%,8.92,30.61
2023-06-18T08,18.70%,25.90%,60.00%,0.00%,-4.60%,9.30,32.37
2023-06-18T09,19.46%,24.54%,61.20%,0.00%,-5.19%,9.56,33.44
2023-06-18T10,19.38%,24.36%,61.85%,0.00%,-5.59%,9.51,33.30
2023-06-18T11,19.69%,22.70%,62.76%,0.00%,-5.15%,9.57,33.64
2023-06-18T12,19.47%,23.31%,62.32%,0.00%,-5.09%,9.50,33.35
2023-06-18T13,18.34%,27.34%,58.40%,0.00%,-4.08%,9.21,31.93
2023-06-18T14,17.44%,31.48%,53.47%,0.00%,-2.40%,9.02,30.91
2023-06-18T15,16.88%,33.50%,50.44%,0.00%,-0.83%,8.88,30.21
2023-06-18T16,17.09%,36.17%,47.36%,0.00%,-0.62%,9.09,30.79
2023-06-18T17,17.48%,34.76%,46.20%,0.00%,1.57%,9.19,31.28
2023-06-18T18,16.28%,35.00%,43.22%,0.00%,5.51%,8.69,29.38
2023-06-18T19,15.14%,33.79%,41.23%,0.00%,9.83%,8.14,27.45
2023-06-18T20,14.67%,34.21%,39.47%,0.00%,11.64%,7.96,26.74
2023-06-18T21,14.29%,31.04%,38.75%,0.00%,15.91%,7.64,25.83
2023-06-18T22,14.41%,30.52%,38.06%,0.00%,17.01%,7.67,25.96
2023-06-18T23,15.27%,30.70%,38.00%,0.00%,16.04%,8.05,27.36
2023-06-19T00,15.41%,31.09%,38.70%,0.00%,14.80%,8.13,27.63
2023-06-19T01,15.16%,31.44%,39.68%,0.00%,13.71%,8.04,27.26
2023-06-19T02,15.53%,32.53%,40.50%,0.00%,11.45%,8.24,27.95
2023-06-19T03,15.97%,30.92%,42.59%,0.00%,10.52%,8.36,28.51
2023-06-19T04,16.27%,27.62%,46.28%,0.00%,9.82%,8.33,28.66
2023-06-19T05,16.34%,25.68%,49.20%,0.00%,8.78%,8.27,28.58
2023-06-19T06,17.08%,27.44%,52.17%,0.00%,3.31%,8.67,29.93
2023-06-19T07,17.41%,27.45%,54.55%,0.00%,0.58%,8.81,30.46
2023-06-19T08,17.98%,30.54%,56.01%,0.00%,-4.53%,9.21,31.67
2023-06-19T09,17.96%,30.30%,56.45%,0.00%,-4.71%,9.19,31.62
2023-06-19T10,17.63%,31.49%,55.40%,0.00%,-4.51%,9.10,31.20
2023-06-19T11,16.88%,33.41%,53.07%,0.00%,-3.36%,8.87,30.19
2023-06-19T12,16.76%,33.22%,52.84%,0.00%,-2.82%,8.81,29.98
2023-06-19T13,15.78%,32.11%,49.58%,0.00%,2.52%,8.34,28.32
2023-06-19T14,15.10%,31.30%,46.57%,0.00%,7.04%,8.00,27.14
2023-06-19T15,14.40%,32.29%,43.87%,0.00%,9.43%,7.75,26.13
2023-06-19T16,14.47%,32.01%,41.85%,0.00%,11.67%,7.76,26.20
2023-06-19T17,15.45%,32.29%,39.90%,0.00%,12.36%,8.20,27.80
2023-06-19T18,15.16%,31.51%,38.37%,0.00%,14.96%,8.04,27.26
2023-06-19T19,15.16%,31.17%,37.42%,0.00%,16.25%,8.02,27.23
2023-06-19T20,14.85%,31.20%,36.86%,0.00%,17.10%,7.89,26.73
2023-06-19T21,14.53%,30.63%,36.24%,0.00%,18.60%,7.73,26.18
2023-06-19T22,14.37%,30.72%,35.90%,0.00%,19.01%,7.66,25.93
2023-06-19T23,13.99%,30.96%,36.26%,0.00%,18.80%,7.51,25.33
2023-06-20T00,14.33%,31.06%,37.39%,0.00%,17.22%,7.66,25.90
2023-06-20T01,14.85%,31.52%,38.55%,0.00%,15.08%,7.91,26.77
2023-06-20T02,15.59%,33.41%,40.15%,0.00%,10.85%,8.32,28.14
2023-06-20T03,16.47%,34.71%,42.32%,0.00%,6.50%,8.75,29.66
2023-06-20T04,16.19%,34.61%,44.79%,0.00%,4.40%,8.63,29.22
2023-06-20T05,16.10%,34.41%,48.63%,0.00%,0.86%,8.58,29.04
2023-06-20T06,17.22%,33.15%,52.52%,0.00%,-2.89%,9.00,30.71
2023-06-20T07,17.91%,31.36%,54.60%,0.00%,-3.88%,9.22,31.64
2023-06-20T08,18.02%,30.58%,55.80%,0.00%,-4.41%,9.23,31.74
2023-06-20T09,18.34%,29.60%,56.25%,0.00%,-4.19%,9.32,32.16
2023-06-20T10,18.26%,29.87%,55.63%,0.00%,-3.76%,9.30,32.05
2023-06-20T11,17.33%,33.31%,53.02%,0.00%,-3.66%,9.06,30.90
2023-06-20T12,17.25%,32.83%,52.77%,0.00%,-2.85%,9.00,30.73
2023-06-20T13,16.03%,35.50%,48.85%,0.00%,-0.38%,8.60,29.04
2023-06-20T14,15.04%,36.42%,45.85%,0.00%,2.68%,8.22,27.55
2023-06-20T15,14.27%,35.33%,43.73%,0.00%,6.68%,7.84,26.21
2023-06-20T16,13.72%,34.58%,42.05%,0.00%,9.65%,7.57,25.26
2023-06-20T17,15.85%,33.47%,40.22%,0.00%,10.46%,8.43,28.56
2023-06-20T18,15.63%,33.10%,38.61%,0.00%,12.66%,8.32,28.16
2023-06-20T19,15.33%,32.09%,37.68%,0.00%,14.91%,8.14,27.58
