period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-04-18T22,16.01%,41.87%,32.10%,0.08%,9.94%,24.56,15.56
2023-04-18T23,16.17%,42.93%,32.39%,0.08%,8.44%,24.91,15.78
2023-04-19T00,16.51%,44.00%,31.72%,0.22%,7.53%,25.73,16.35
2023-04-19T01,16.74%,43.78%,32.19%,0.18%,7.11%,25.86,16.43
2023-04-19T02,17.09%,44.00%,33.69%,0.19%,5.03%,26.30,16.72
2023-04-19T03,17.42%,42.42%,35.31%,0.20%,4.65%,26.44,16.84
2023-04-19T04,16.28%,40.79%,36.26%,0.32%,6.36%,25.12,16.04
2023-04-19T05,15.75%,39.74%,37.07%,0.10%,7.34%,23.98,15.22
2023-04-19T06,15.84%,39.27%,36.56%,0.10%,8.23%,24.01,15.24
2023-04-19T07,15.77%,39.73%,37.07%,0.10%,7.33%,24.00,15.23
2023-04-19T08,15.98%,40.16%,36.21%,0.10%,7.54%,24.31,15.43
2023-04-19T09,15.66%,40.33%,35.12%,0.22%,8.67%,24.19,15.40
2023-04-19T10,16.17%,40.79%,32.25%,0.21%,10.58%,24.81,15.80
2023-04-19T11,15.42%,41.54%,30.90%,0.21%,11.92%,24.11,15.32
2023-04-19T12,14.60%,40.23%,30.81%,0.23%,14.12%,23.02,14.63
2023-04-19T13,14.77%,39.20%,31.86%,0.15%,14.02%,22.89,14.53
2023-04-19T14,14.64%,39.79%,31.31%,0.15%,14.11%,22.85,14.49
2023-04-19T15,14.57%,39.80%,31.40%,0.19%,14.05%,22.84,14.50
2023-04-19T16,14.41%,38.86%,32.18%,0.14%,14.42%,22.42,14.22
2023-04-19T17,14.40%,38.76%,31.79%,0.16%,14.89%,22.43,14.24
2023-04-19T18,14.18%,39.07%,32.12%,0.12%,14.50%,22.17,14.04
2023-04-19T19,14.32%,38.77%,32.14%,0.08%,14.68%,22.20,14.06
2023-04-19T20,14.35%,38.82%,32.00%,0.08%,14.75%,22.24,14.08
2023-04-19T21,14.89%,38.79%,31.44%,0.08%,14.80%,22.84,14.48
2023-04-19T22,14.48%,39.68%,31.00%,0.08%,14.76%,22.52,14.25
2023-04-19T23,14.80%,40.95%,31.48%,0.08%,12.68%,23.08,14.60
2023-04-20T00,14.87%,41.17%,30.93%,0.08%,12.94%,23.20,14.68
2023-04-20T01,15.39%,41.56%,31.37%,0.09%,11.59%,23.85,15.10
2023-04-20T02,16.30%,41.83%,32.99%,0.09%,8.79%,24.91,15.80
2023-04-20T03,16.44%,41.35%,34.91%,0.10%,7.20%,25.00,15.87
2023-04-20T04,16.46%,41.28%,36.82%,0.21%,5.22%,25.22,16.06
2023-04-20T05,16.16%,37.75%,37.18%,0.11%,8.80%,24.13,15.35
2023-04-20T06,15.52%,37.44%,37.88%,0.11%,9.06%,23.37,14.86
2023-04-20T07,15.22%,36.31%,38.64%,0.11%,9.72%,22.87,14.55
2023-04-20T08,15.04%,38.32%,38.05%,0.12%,8.47%,23.00,14.61
2023-04-20T09,15.38%,38.06%,36.59%,0.15%,9.82%,23.38,14.87
2023-04-20T10,15.18%,40.78%,33.98%,0.24%,9.82%,23.77,15.12
2023-04-20T11,15.33%,40.72%,32.31%,0.26%,11.38%,23.95,15.25
2023-04-20T12,14.99%,40.12%,31.72%,0.30%,12.87%,23.56,15.02
2023-04-20T13,14.93%,38.62%,32.48%,0.31%,13.66%,23.27,14.85
2023-04-20T14,14.41%,38.95%,32.01%,0.26%,14.37%,22.64,14.42
2023-04-20T15,14.36%,38.06%,32.03%,0.21%,15.35%,22.36,14.22
2023-04-20T16,14.36%,39.04%,31.65%,0.20%,14.75%,22.50,14.30
2023-04-20T17,14.69%,37.52%,31.54%,0.19%,16.06%,22.61,14.39
2023-04-20T18,14.27%,37.00%,31.12%,0.53%,17.08%,22.69,14.58
2023-04-20T19,14.48%,37.44%,30.52%,0.56%,17.00%,23.05,14.82
2023-04-20T20,14.53%,37.75%,30.17%,0.53%,17.02%,23.09,14.83
2023-04-20T21,14.51%,38.42%,30.03%,0.47%,16.57%,23.06,14.78
2023-04-20T22,14.53%,39.70%,29.97%,0.55%,15.25%,23.44,15.04
2023-04-20T23,15.03%,40.85%,30.30%,0.58%,13.25%,24.22,15.55
2023-04-21T00,15.32%,41.42%,30.18%,0.49%,12.59%,24.48,15.67
2023-04-21T01,15.59%,41.57%,30.86%,0.48%,11.49%,24.80,15.88
2023-04-21T02,15.53%,39.86%,33.18%,0.43%,11.00%,24.35,15.59
2023-04-21T03,15.52%,39.18%,35.18%,0.43%,9.70%,24.23,15.52
2023-04-21T04,16.48%,38.86%,36.86%,0.10%,7.69%,24.66,15.68
2023-04-21T05,16.48%,37.18%,37.48%,0.11%,8.75%,24.40,15.54
2023-04-21T06,16.91%,37.04%,38.57%,0.11%,7.37%,24.86,15.85
2023-04-21T07,17.31%,36.25%,39.54%,0.11%,6.79%,25.18,16.07
2023-04-21T08,17.27%,37.01%,39.51%,0.11%,6.09%,25.27,16.12
2023-04-21T09,17.57%,38.83%,38.30%,0.11%,5.19%,25.88,16.49
2023-04-21T10,16.70%,41.59%,36.45%,0.11%,5.15%,25.35,16.10
2023-04-21T11,16.62%,41.99%,34.96%,0.11%,6.33%,25.31,16.06
2023-04-21T12,16.55%,41.80%,33.81%,0.25%,7.58%,25.48,16.23
2023-04-21T13,16.74%,41.19%,33.56%,0.22%,8.28%,25.53,16.27
2023-04-21T14,16.53%,41.46%,33.56%,0.09%,8.36%,25.10,15.93
2023-04-21T15,16.54%,41.42%,33.11%,0.09%,8.83%,25.10,15.93
2023-04-21T16,16.48%,40.54%,32.73%,0.46%,9.80%,25.56,16.39
2023-04-21T17,16.08%,39.54%,32.23%,0.44%,11.71%,24.93,15.98
2023-04-21T18,15.75%,39.65%,31.80%,0.31%,12.49%,24.35,15.55
2023-04-21T19,15.67%,39.92%,31.51%,0.42%,12.47%,24.51,15.69
2023-04-21T20,15.34%,40.20%,31.46%,0.42%,12.58%,24.18,15.47
2023-04-21T21,15.38%,40.79%,31.17%,0.39%,12.26%,24.27,15.51
2023-04-21T22,15.60%,41.72%,31.53%,0.43%,10.73%,24.72,15.80
2023-04-21T23,15.67%,41.70%,31.82%,0.38%,10.43%,24.70,15.78
2023-04-22T00,15.41%,42.00%,32.07%,0.33%,10.18%,24.38,15.54
2023-04-22T01,15.71%,41.11%,32.99%,0.34%,9.87%,24.58,15.69
2023-04-22T02,16.03%,40.67%,34.57%,0.35%,8.38%,24.90,15.91
2023-04-22T03,16.67%,39.59%,35.94%,0.10%,7.71%,24.97,15.88
2023-04-22T04,16.35%,37.60%,36.74%,0.10%,9.21%,24.31,15.47
2023-04-22T05,16.94%,37.59%,39.58%,0.11%,5.78%,24.98,15.92
2023-04-22T06,16.76%,37.92%,39.85%,0.11%,5.36%,24.84,15.82
2023-04-22T07,16.01%,38.45%,39.96%,0.12%,5.47%,24.09,15.32
2023-04-22T08,15.62%,38.51%,40.60%,0.12%,5.15%,23.67,15.05
2023-04-22T09,15.46%,39.80%,39.00%,0.12%,5.62%,23.70,15.04
2023-04-22T10,14.90%,38.56%,39.30%,0.12%,7.12%,22.88,14.52
2023-04-22T11,15.39%,38.34%,38.22%,0.11%,7.93%,23.38,14.85
2023-04-22T12,14.94%,39.37%,36.42%,0.10%,9.17%,23.02,14.59
2023-04-22T13,14.41%,38.01%,35.66%,0.10%,11.82%,22.21,14.08
2023-04-22T14,14.18%,37.85%,34.94%,0.10%,12.93%,21.93,13.90
2023-04-22T15,14.11%,37.56%,34.94%,0.10%,13.28%,21.81,13.82
2023-04-22T16,13.95%,37.60%,34.77%,0.09%,13.58%,21.63,13.70
2023-04-22T17,14.38%,37.17%,34.08%,0.09%,14.27%,22.03,13.97
2023-04-22T18,13.55%,37.00%,34.47%,0.09%,14.90%,21.07,13.34
2023-04-22T19,14.48%,36.90%,34.90%,0.09%,13.64%,22.09,14.02
2023-04-22T20,13.68%,37.04%,34.75%,0.09%,14.45%,21.22,13.44
2023-04-22T21,13.97%,38.13%,34.42%,0.09%,13.39%,21.72,13.75
2023-04-22T22,14.29%,39.27%,34.49%,0.09%,11.87%,22.25,14.08
2023-04-22T23,14.37%,39.56%,34.28%,0.09%,11.71%,22.38,14.16
2023-04-23T00,14.58%,40.06%,33.74%,0.09%,11.53%,22.70,14.37
2023-04-23T01,15.07%,40.66%,34.02%,0.09%,10.16%,23.35,14.79
2023-04-23T02,15.79%,40.36%,35.24%,0.14%,8.46%,24.20,15.38
2023-04-23T03,15.57%,39.68%,36.13%,0.18%,8.44%,23.91,15.21
2023-04-23T04,17.36%,37.33%,38.78%,0.11%,6.42%,25.41,16.20
2023-04-23T05,14.47%,39.63%,37.57%,0.24%,8.09%,22.79,14.50
2023-04-23T06,14.22%,39.38%,37.95%,0.25%,8.20%,22.49,14.31
2023-04-23T07,14.41%,38.94%,38.16%,0.29%,8.21%,22.70,14.46
2023-04-23T08,14.70%,39.01%,38.23%,0.30%,7.77%,23.06,14.71
2023-04-23T09,15.34%,40.09%,38.03%,0.30%,6.23%,23.95,15.27
2023-04-23T10,15.65%,40.08%,38.39%,0.30%,5.57%,24.30,15.50
2023-04-23T11,15.49%,40.31%,37.39%,0.29%,6.52%,24.13,15.39
2023-04-23T12,15.04%,39.96%,36.18%,0.28%,8.54%,23.56,15.01
2023-04-23T13,14.92%,39.64%,35.10%,0.27%,10.07%,23.35,14.88
2023-04-23T14,15.15%,39.23%,34.64%,0.27%,10.70%,23.54,15.01
2023-04-23T15,14.55%,38.55%,35.10%,0.27%,11.52%,22.77,14.51
2023-04-23T16,14.98%,39.00%,34.74%,0.27%,11.02%,23.31,14.86
2023-04-23T17,14.86%,38.69%,34.66%,0.26%,11.52%,23.12,14.74
2023-04-23T18,14.67%,38.84%,34.54%,0.26%,11.69%,22.93,14.61
2023-04-23T19,14.45%,39.06%,34.58%,0.26%,11.65%,22.71,14.46
2023-04-23T20,14.28%,39.58%,33.97%,0.25%,11.92%,22.60,14.37
2023-04-23T21,14.28%,40.05%,33.71%,0.26%,11.70%,22.68,14.42
2023-04-23T22,15.02%,41.06%,33.94%,0.26%,9.73%,23.66,15.05
2023-04-23T23,15.61%,42.09%,33.71%,0.25%,8.33%,24.47,15.57
2023-04-24T00,15.78%,42.75%,32.78%,0.25%,8.44%,24.76,15.75
2023-04-24T01,16.39%,43.14%,33.03%,0.25%,7.19%,25.50,16.23
2023-04-24T02,17.16%,43.54%,34.16%,0.26%,4.89%,26.43,16.84
2023-04-24T03,18.03%,43.29%,35.31%,0.27%,3.10%,27.39,17.48
2023-04-24T04,15.05%,39.07%,37.13%,0.21%,8.55%,23.29,14.82
2023-04-24T05,18.37%,40.99%,37.12%,0.28%,3.24%,27.42,17.54
2023-04-24T06,17.92%,40.73%,37.63%,0.28%,3.44%,26.88,17.18
2023-04-24T07,17.49%,40.89%,37.78%,0.27%,3.57%,26.42,16.88
2023-04-24T08,17.38%,41.31%,36.89%,0.26%,4.17%,26.32,16.80
2023-04-24T09,16.55%,41.26%,35.74%,0.24%,6.21%,25.37,16.17
2023-04-24T10,15.82%,44.24%,32.84%,0.22%,6.88%,24.99,15.86
2023-04-24T11,15.51%,46.40%,30.77%,0.20%,7.11%,24.95,15.80
2023-04-24T12,15.99%,45.45%,30.93%,0.20%,7.43%,25.33,16.06
2023-04-24T13,15.86%,44.17%,31.39%,0.21%,8.37%,25.00,15.87
2023-04-24T14,16.08%,42.89%,31.77%,0.23%,9.03%,25.07,15.94
2023-04-24T15,16.10%,42.18%,31.98%,0.23%,9.51%,24.99,15.90
2023-04-24T16,16.39%,40.34%,32.95%,0.25%,10.08%,25.05,15.98
2023-04-24T17,16.06%,40.68%,32.59%,0.25%,10.43%,24.74,15.77
2023-04-24T18,16.06%,40.52%,32.59%,0.25%,10.58%,24.71,15.75
2023-04-24T19,16.30%,40.61%,33.00%,0.25%,9.85%,25.00,15.94
2023-04-24T20,16.00%,41.23%,33.12%,0.25%,9.41%,24.75,15.77
2023-04-24T21,16.02%,41.72%,33.37%,0.25%,8.65%,24.86,15.83
2023-04-24T22,16.01%,42.88%,33.48%,0.25%,7.38%,25.04,15.93
2023-04-24T23,16.09%,43.17%,33.23%,0.25%,7.26%,25.17,16.01
2023-04-25T00,16.02%,44.21%,32.77%,0.24%,6.77%,25.24,16.04
2023-04-25T01,16.31%,44.09%,32.77%,0.24%,6.58%,25.54,16.24
2023-04-25T02,17.11%,44.01%,34.03%,0.25%,4.60%,26.44,16.84
2023-04-25T03,17.49%,42.97%,35.36%,0.27%,3.91%,26.73,17.05
2023-04-25T04,18.05%,42.16%,36.26%,0.28%,3.25%,27.24,17.40
2023-04-25T05,16.98%,40.96%,38.16%,0.29%,3.62%,25.88,16.53
2023-04-25T06,16.34%,40.79%,38.15%,0.29%,4.43%,25.15,16.05
2023-04-25T07,17.16%,39.88%,38.12%,0.29%,4.55%,25.91,16.57
2023-04-25T08,17.41%,40.54%,37.37%,0.29%,4.39%,26.30,16.81
2023-04-25T09,16.63%,41.29%,35.72%,0.28%,6.07%,25.54,16.30
2023-04-25T10,16.05%,44.25%,32.69%,0.26%,6.76%,25.31,16.09
2023-04-25T11,16.02%,44.28%,31.72%,0.46%,7.51%,25.66,16.40
2023-04-25T12,15.84%,43.81%,31.89%,0.46%,8.00%,25.38,16.23
2023-04-25T13,16.10%,42.74%,32.49%,0.25%,8.42%,25.12,15.98
2023-04-25T14,16.12%,42.24%,32.94%,0.26%,8.43%,25.08,15.97
2023-04-25T15,16.44%,41.40%,32.94%,0.25%,8.97%,25.28,16.11
2023-04-25T16,16.07%,41.66%,33.24%,0.25%,8.78%,24.92,15.87
2023-04-25T17,16.37%,41.52%,33.24%,0.26%,8.62%,25.23,16.08
2023-04-25T18,16.50%,42.00%,33.13%,0.25%,8.11%,25.45,16.21
2023-04-25T19,16.64%,41.11%,33.64%,0.25%,8.37%,25.46,16.23
2023-04-25T20,16.83%,41.32%,33.39%,0.25%,8.21%,25.71,16.39
2023-04-25T21,16.64%,41.56%,33.65%,0.25%,7.90%,25.52,16.27
2023-04-25T22,16.45%,41.60%,33.54%,0.25%,8.16%,25.32,16.14
2023-04-25T23,16.33%,40.89%,33.55%,0.26%,8.97%,25.10,16.00
2023-04-26T00,16.23%,41.41%,32.53%,0.26%,9.57%,25.06,15.97
2023-04-26T01,17.02%,41.39%,32.61%,0.27%,8.72%,25.96,16.57
2023-04-26T02,18.10%,40.63%,34.61%,0.29%,6.37%,27.09,17.33
2023-04-26T03,18.35%,40.85%,35.06%,0.33%,5.41%,27.47,17.59
2023-04-26T04,17.27%,41.65%,37.08%,0.28%,3.71%,26.31,16.79
2023-04-26T05,17.48%,40.08%,37.18%,0.59%,4.66%,26.85,17.30
2023-04-26T06,17.54%,39.95%,37.34%,0.63%,4.54%,26.97,17.40
2023-04-26T07,17.52%,39.70%,37.76%,0.58%,4.43%,26.83,17.29
2023-04-26T08,17.57%,39.89%,37.27%,0.63%,4.64%,27.00,17.42
2023-04-26T09,17.18%,41.55%,35.83%,0.61%,4.83%,26.79,17.25
2023-04-26T10,16.87%,42.04%,33.48%,0.57%,7.04%,26.45,17.00
2023-04-26T11,16.57%,43.48%,31.57%,0.54%,7.84%,26.28,16.85
2023-04-26T12,16.63%,42.51%,31.28%,0.58%,9.00%,26.27,16.88
2023-04-26T13,17.61%,40.95%,32.24%,0.54%,8.65%,27.05,17.39
2023-04-26T14,17.72%,40.33%,32.86%,0.54%,8.56%,27.07,17.42
2023-04-26T15,17.78%,40.12%,33.25%,0.69%,8.16%,27.38,17.68
2023-04-26T16,18.27%,39.92%,33.38%,0.68%,7.75%,27.87,18.01
2023-04-26T17,18.36%,39.98%,33.35%,0.65%,7.66%,27.93,18.04
2023-04-26T18,18.57%,40.07%,33.98%,0.69%,6.69%,28.25,18.26
2023-04-26T19,18.74%,40.48%,34.10%,0.70%,5.98%,28.52,18.44
2023-04-26T20,18.38%,40.29%,34.32%,0.70%,6.31%,28.10,18.16
2023-04-26T21,17.95%,41.87%,33.78%,0.69%,5.71%,27.84,17.96
2023-04-26T22,18.23%,42.29%,33.77%,0.69%,5.02%,28.23,18.21
2023-04-26T23,18.19%,42.59%,33.65%,0.68%,4.88%,28.22,18.20
2023-04-27T00,17.91%,42.10%,32.80%,0.67%,6.51%,27.80,17.92
2023-04-27T01,17.66%,41.32%,32.99%,0.67%,7.35%,27.40,17.68
2023-04-27T02,17.93%,40.66%,34.71%,0.46%,6.25%,27.20,17.47
2023-04-27T03,18.22%,39.68%,36.03%,0.47%,5.59%,27.41,17.63
2023-04-27T04,17.82%,40.41%,36.44%,0.63%,4.71%,27.35,17.64
2023-04-27T05,17.37%,36.80%,39.04%,0.60%,6.19%,26.23,16.94
2023-04-27T06,17.19%,36.72%,39.43%,0.56%,6.10%,25.95,16.75
2023-04-27T07,16.96%,37.81%,39.00%,0.51%,5.72%,25.78,16.60
2023-04-27T08,17.00%,37.48%,38.77%,0.58%,6.17%,25.88,16.70
2023-04-27T09,16.30%,39.28%,36.85%,0.50%,7.07%,25.26,16.23
2023-04-27T10,15.54%,40.35%,34.42%,0.54%,9.16%,24.63,15.81
2023-04-27T11,16.20%,41.44%,32.45%,0.49%,9.42%,25.47,16.33
2023-04-27T12,16.16%,41.61%,32.46%,0.46%,9.32%,25.39,16.26
2023-04-27T13,16.95%,41.61%,33.06%,0.53%,7.84%,26.40,16.96
2023-04-27T14,16.94%,41.05%,33.46%,0.47%,8.07%,26.19,16.80
2023-04-27T15,17.20%,40.20%,33.77%,0.51%,8.32%,26.42,16.98
2023-04-27T16,17.37%,39.89%,33.91%,0.55%,8.29%,26.62,17.14
2023-04-27T17,17.27%,39.37%,35.05%,0.45%,7.87%,26.25,16.86
2023-04-27T18,17.40%,39.66%,35.00%,0.51%,7.43%,26.55,17.08
2023-04-27T19,17.26%,39.47%,35.12%,0.57%,7.58%,26.47,17.05
2023-04-27T20,16.99%,40.50%,34.80%,0.62%,7.09%,26.43,17.02
2023-04-27T21,16.95%,41.02%,34.75%,0.52%,6.77%,26.28,16.88
2023-04-27T22,16.87%,41.42%,34.35%,0.55%,6.82%,26.31,16.90
2023-04-27T23,16.51%,41.30%,34.02%,0.51%,7.66%,25.82,16.57
2023-04-28T00,16.46%,41.79%,33.14%,0.53%,8.07%,25.88,16.61
2023-04-28T01,17.21%,41.28%,33.55%,0.55%,7.42%,26.66,17.14
2023-04-28T02,17.65%,39.73%,35.23%,0.49%,6.89%,26.81,17.24
2023-04-28T03,16.70%,39.81%,36.07%,0.51%,6.90%,25.81,16.59
2023-04-28T04,17.30%,38.04%,38.01%,0.58%,6.07%,26.32,16.98
2023-04-28T05,15.26%,38.61%,38.79%,0.31%,7.03%,23.64,15.09
2023-04-28T06,15.31%,38.85%,39.07%,0.31%,6.46%,23.73,15.15
2023-04-28T07,15.50%,38.62%,39.29%,0.31%,6.28%,23.90,15.27
2023-04-28T08,15.19%,38.81%,39.36%,0.31%,6.32%,23.60,15.07
2023-04-28T09,15.73%,39.31%,38.28%,0.33%,6.36%,24.30,15.53
2023-04-28T10,15.28%,41.37%,35.99%,0.60%,6.76%,24.62,15.82
2023-04-28T11,15.55%,41.96%,34.07%,0.47%,7.95%,24.79,15.87
2023-04-28T12,16.26%,41.97%,32.95%,0.54%,8.28%,25.70,16.49
2023-04-28T13,16.31%,42.13%,33.15%,0.54%,7.87%,25.79,16.55
2023-04-28T14,16.89%,41.16%,33.17%,0.55%,8.22%,26.30,16.91
2023-04-28T15,16.92%,40.44%,33.39%,0.53%,8.73%,26.18,16.83
2023-04-28T16,16.59%,40.45%,33.53%,0.53%,8.90%,25.81,16.58
2023-04-28T17,16.30%,39.60%,33.72%,0.53%,9.85%,25.35,16.30
2023-04-28T18,16.15%,40.25%,33.77%,0.53%,9.30%,25.29,16.24
2023-04-28T19,16.36%,40.18%,34.38%,0.46%,8.62%,25.39,16.28
2023-04-28T20,16.76%,39.50%,34.37%,0.53%,8.84%,25.85,16.63
2023-04-28T21,16.23%,39.93%,34.62%,0.44%,8.78%,25.16,16.13
2023-04-28T22,16.05%,40.45%,34.88%,0.46%,8.15%,25.08,16.08
2023-04-28T23,15.97%,41.19%,34.95%,0.52%,7.38%,25.22,16.18
2023-04-29T00,16.17%,40.88%,34.83%,0.54%,7.58%,25.43,16.33
2023-04-29T01,16.34%,40.27%,35.94%,0.56%,6.88%,25.56,16.44
2023-04-29T02,15.90%,39.98%,37.56%,0.49%,6.07%,24.90,15.97
2023-04-29T03,14.83%,40.27%,38.29%,0.53%,6.08%,23.82,15.28
2023-04-29T04,16.29%,38.05%,38.56%,0.31%,6.80%,24.69,15.80
2023-04-29T05,12.32%,39.85%,41.30%,0.31%,6.21%,20.57,13.06
2023-04-29T06,12.20%,39.48%,41.98%,0.31%,6.03%,20.37,12.93
2023-04-29T07,11.84%,39.79%,42.19%,0.32%,5.86%,20.03,12.71
2023-04-29T08,12.00%,39.60%,42.27%,0.32%,5.81%,20.18,12.81
2023-04-29T09,11.95%,39.99%,42.28%,0.33%,5.45%,20.21,12.83
2023-04-29T10,12.38%,41.07%,41.09%,0.45%,5.01%,21.08,13.43
2023-04-29T11,11.88%,40.67%,40.49%,0.50%,6.45%,20.55,13.11
2023-04-29T12,11.50%,41.28%,39.09%,0.49%,7.65%,20.20,12.86
2023-04-29T13,11.58%,41.82%,37.90%,0.56%,8.14%,20.51,13.09
2023-04-29T14,11.89%,40.97%,37.37%,0.45%,9.31%,20.52,13.06
2023-04-29T15,11.53%,39.15%,37.60%,0.45%,11.26%,19.84,12.64
2023-04-29T16,11.19%,38.53%,37.47%,0.45%,12.36%,19.36,12.34
2023-04-29T17,11.06%,38.08%,37.81%,0.46%,12.59%,19.15,12.20
2023-04-29T18,11.13%,37.98%,37.27%,0.48%,13.14%,19.25,12.28
2023-04-29T19,10.88%,37.34%,37.60%,0.48%,13.69%,18.88,12.05
2023-04-29T20,11.28%,37.30%,37.25%,0.46%,13.72%,19.27,12.30
2023-04-29T21,11.92%,38.19%,36.91%,0.47%,12.51%,20.15,12.87
2023-04-29T22,12.47%,38.83%,37.30%,0.49%,10.89%,20.91,13.37
2023-04-29T23,12.29%,39.02%,38.06%,0.50%,10.13%,20.75,13.26
2023-04-30T00,11.99%,39.52%,37.36%,0.51%,10.63%,20.50,13.09
2023-04-30T01,12.39%,39.10%,38.12%,0.54%,9.84%,20.95,13.41
2023-04-30T02,12.97%,40.12%,39.38%,0.59%,6.94%,21.85,14.00
2023-04-30T03,13.23%,39.78%,40.85%,0.30%,5.83%,21.56,13.70
2023-04-30T04,14.13%,39.19%,40.35%,0.30%,6.03%,22.46,14.31
2023-04-30T05,12.09%,37.50%,43.19%,0.33%,6.89%,19.96,12.70
2023-04-30T06,12.12%,36.77%,43.84%,0.33%,6.93%,19.89,12.67
2023-04-30T07,12.44%,34.41%,44.34%,0.34%,8.48%,19.88,12.70
2023-04-30T08,12.41%,35.68%,43.59%,0.33%,8.00%,20.03,12.77
2023-04-30T09,12.79%,35.82%,42.95%,0.33%,8.11%,20.49,13.08
2023-04-30T10,12.50%,37.65%,41.95%,0.33%,7.58%,20.44,13.01
2023-04-30T11,12.25%,38.26%,41.42%,0.32%,7.75%,20.25,12.87
2023-04-30T12,11.99%,38.91%,39.72%,0.31%,9.07%,20.05,12.72
2023-04-30T13,11.67%,39.01%,38.71%,0.32%,10.29%,19.72,12.51
2023-04-30T14,11.28%,38.67%,37.74%,0.47%,11.84%,19.51,12.44
2023-04-30T15,11.70%,38.73%,36.80%,0.51%,12.25%,20.06,12.82
2023-04-30T16,12.14%,38.84%,36.05%,0.50%,12.47%,20.55,13.14
2023-04-30T17,12.02%,37.42%,36.05%,0.46%,14.05%,20.11,12.85
2023-04-30T18,11.71%,37.73%,36.19%,0.54%,13.83%,19.96,12.78
2023-04-30T19,12.27%,37.84%,35.80%,0.56%,13.53%,20.65,13.24
2023-04-30T20,12.01%,37.86%,35.45%,0.52%,14.16%,20.29,12.98
2023-04-30T21,12.39%,37.06%,34.62%,0.44%,15.49%,20.44,13.06
2023-04-30T22,11.93%,36.41%,34.72%,0.45%,16.50%,19.84,12.68
2023-04-30T23,11.44%,37.44%,34.29%,0.51%,16.32%,19.57,12.52
2023-05-01T00,12.04%,37.83%,33.69%,0.44%,16.00%,20.18,12.88
2023-05-01T01,12.21%,37.26%,33.77%,0.49%,16.28%,20.35,13.02
2023-05-01T02,12.79%,37.01%,35.66%,0.39%,14.15%,20.79,13.27
2023-05-01T03,12.85%,36.25%,36.92%,0.29%,13.69%,20.55,13.09
2023-05-01T04,12.99%,37.20%,43.06%,0.32%,6.43%,20.91,13.32
2023-05-01T05,11.50%,36.26%,37.76%,0.30%,14.18%,19.07,12.12
2023-05-01T06,11.58%,36.62%,37.50%,0.30%,14.01%,19.21,12.20
2023-05-01T07,11.95%,36.13%,38.01%,0.31%,13.60%,19.56,12.45
2023-05-01T08,11.67%,36.53%,37.88%,0.31%,13.60%,19.31,12.28
2023-05-01T09,11.53%,38.39%,36.66%,0.32%,13.09%,19.47,12.36
2023-05-01T10,11.01%,38.59%,33.99%,0.47%,15.94%,19.21,12.24
2023-05-01T11,11.57%,39.45%,32.41%,0.43%,16.14%,19.89,12.67
2023-05-01T12,12.03%,38.64%,32.05%,0.43%,16.85%,20.26,12.92
2023-05-01T13,12.46%,37.55%,32.29%,0.43%,17.27%,20.58,13.14
2023-05-01T14,12.19%,37.05%,32.51%,0.48%,17.76%,20.30,12.99
2023-05-01T15,12.02%,37.60%,32.17%,0.54%,17.66%,20.30,13.01
2023-05-01T16,12.76%,37.67%,32.01%,0.54%,17.02%,21.13,13.55
2023-05-01T17,12.55%,37.46%,32.71%,0.43%,16.85%,20.66,13.20
2023-05-01T18,12.95%,37.43%,32.60%,0.54%,16.49%,21.30,13.66
2023-05-01T19,12.57%,38.13%,32.95%,0.55%,15.81%,21.00,13.46
2023-05-01T20,12.27%,39.36%,32.74%,0.53%,15.10%,20.84,13.33
2023-05-01T21,11.94%,38.90%,32.45%,0.44%,16.27%,20.23,12.90
2023-05-01T22,12.01%,39.68%,32.06%,0.42%,15.84%,20.38,12.98
2023-05-01T23,12.14%,40.33%,31.99%,0.52%,15.02%,20.83,13.30
2023-05-02T00,12.89%,40.32%,31.27%,0.51%,15.01%,21.64,13.83
2023-05-02T01,13.14%,40.48%,31.80%,0.52%,14.06%,21.96,14.05
2023-05-02T02,13.53%,40.14%,33.48%,0.50%,12.34%,22.32,14.28
2023-05-02T03,14.13%,39.02%,34.68%,0.33%,11.82%,22.49,14.35
2023-05-02T04,12.23%,36.33%,37.87%,0.34%,13.23%,19.96,12.72
2023-05-02T05,12.17%,38.85%,36.99%,0.29%,11.70%,20.20,12.82
2023-05-02T06,12.31%,38.22%,36.62%,0.29%,12.56%,20.26,12.87
2023-05-02T07,12.13%,37.62%,37.16%,0.30%,12.79%,19.98,12.70
2023-05-02T08,12.11%,38.04%,36.55%,0.30%,13.01%,20.02,12.71
2023-05-02T09,12.24%,39.87%,35.46%,0.31%,12.12%,20.47,12.99
2023-05-02T10,11.89%,42.01%,33.24%,0.55%,12.31%,20.87,13.31
2023-05-02T11,12.38%,42.49%,31.78%,0.53%,12.82%,21.45,13.68
2023-05-02T12,12.02%,42.90%,31.52%,0.52%,13.04%,21.10,13.44
2023-05-02T13,12.01%,41.46%,31.65%,0.51%,14.37%,20.84,13.29
2023-05-02T14,12.17%,39.81%,32.12%,0.54%,15.36%,20.81,13.30
2023-05-02T15,12.06%,38.87%,32.45%,0.52%,16.09%,20.51,13.12
2023-05-02T16,12.04%,38.06%,32.63%,0.52%,16.75%,20.36,13.03
