period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-04-05T03,14.16%,39.44%,36.20%,0.10%,10.12%,22.15,14.02
2023-04-05T04,13.51%,39.11%,38.18%,0.10%,9.10%,21.39,13.52
2023-04-05T05,13.51%,36.82%,38.12%,0.10%,11.45%,21.02,13.32
2023-04-05T06,13.74%,35.73%,38.72%,0.11%,11.70%,21.12,13.40
2023-04-05T07,13.75%,35.58%,38.91%,0.11%,11.66%,21.11,13.40
2023-04-05T08,13.35%,36.61%,39.21%,0.11%,10.72%,20.83,13.20
2023-04-05T09,13.12%,38.37%,38.00%,0.13%,10.38%,20.88,13.21
2023-04-05T10,12.66%,41.22%,35.71%,0.36%,10.05%,21.25,13.50
2023-04-05T11,12.40%,42.15%,34.06%,0.36%,11.02%,21.11,13.39
2023-04-05T12,12.18%,41.35%,33.36%,0.35%,12.76%,20.72,13.15
2023-04-05T13,11.91%,41.93%,32.69%,0.45%,13.03%,20.68,13.15
2023-04-05T14,11.98%,41.45%,32.02%,0.41%,14.15%,20.61,13.10
2023-04-05T15,12.49%,42.46%,31.46%,0.40%,13.19%,21.33,13.56
2023-04-05T16,12.50%,41.52%,31.45%,0.42%,14.11%,21.23,13.51
2023-04-05T17,12.51%,41.79%,31.03%,0.40%,14.27%,21.24,13.51
2023-04-05T18,13.53%,41.04%,30.84%,0.35%,14.25%,22.17,14.11
2023-04-05T19,13.96%,39.75%,30.83%,0.46%,15.00%,22.65,14.48
2023-04-05T20,13.78%,40.52%,30.52%,0.52%,14.65%,22.68,14.52
2023-04-05T21,13.38%,41.20%,30.64%,0.44%,14.35%,22.18,14.15
2023-04-05T22,14.66%,41.31%,30.56%,0.58%,12.89%,23.90,15.33
2023-04-05T23,14.99%,41.96%,30.90%,0.56%,11.59%,24.33,15.60
2023-04-06T00,15.33%,42.07%,30.68%,0.46%,11.46%,24.53,15.69
2023-04-06T01,15.81%,41.93%,31.59%,0.47%,10.20%,25.07,16.05
2023-04-06T02,16.16%,41.01%,33.53%,0.49%,8.81%,25.36,16.26
2023-04-06T03,16.38%,38.60%,35.29%,0.77%,8.96%,25.73,16.65
2023-04-06T04,13.73%,37.94%,37.51%,0.10%,10.71%,21.44,13.58
2023-04-06T05,15.23%,38.43%,38.08%,0.26%,7.99%,23.48,14.97
2023-04-06T06,14.99%,37.22%,38.98%,0.29%,8.51%,23.09,14.75
2023-04-06T07,14.42%,37.53%,39.08%,0.29%,8.68%,22.50,14.36
2023-04-06T08,14.25%,37.83%,38.94%,0.29%,8.68%,22.36,14.26
2023-04-06T09,14.28%,39.83%,37.73%,0.30%,7.85%,22.73,14.48
2023-04-06T10,14.07%,41.91%,35.13%,0.77%,8.12%,23.68,15.25
2023-04-06T11,14.78%,43.29%,33.71%,0.64%,7.58%,24.45,15.69
2023-04-06T12,14.61%,44.60%,33.04%,0.41%,7.34%,24.04,15.31
2023-04-06T13,14.61%,44.44%,32.81%,0.41%,7.73%,24.03,15.30
2023-04-06T14,14.69%,43.98%,32.42%,0.46%,8.44%,24.13,15.40
2023-04-06T15,14.96%,42.94%,32.50%,0.48%,9.13%,24.30,15.53
2023-04-06T16,14.34%,43.13%,31.81%,0.49%,10.24%,23.64,15.10
2023-04-06T17,14.58%,42.36%,31.82%,0.39%,10.85%,23.62,15.06
2023-04-06T18,14.20%,42.55%,31.71%,0.44%,11.10%,23.32,14.88
2023-04-06T19,13.96%,42.85%,31.49%,0.48%,11.22%,23.17,14.79
2023-04-06T20,14.02%,42.95%,31.52%,0.39%,11.12%,23.09,14.70
2023-04-06T21,14.72%,43.84%,31.36%,0.41%,9.67%,24.05,15.32
2023-04-06T22,14.90%,44.45%,31.65%,0.48%,8.52%,24.46,15.62
2023-04-06T23,15.09%,44.64%,31.77%,0.47%,8.03%,24.70,15.76
2023-04-07T00,15.96%,44.50%,31.76%,0.45%,7.32%,25.61,16.36
2023-04-07T01,16.70%,44.81%,32.35%,0.42%,5.72%,26.43,16.88
2023-04-07T02,17.25%,43.31%,34.23%,0.58%,4.63%,27.09,17.41
2023-04-07T03,17.30%,42.16%,35.80%,0.26%,4.48%,26.38,16.83
2023-04-07T04,16.40%,36.95%,37.73%,0.23%,8.69%,24.51,15.66
2023-04-07T05,16.21%,40.66%,38.53%,0.29%,4.30%,24.98,15.94
2023-04-07T06,16.00%,40.13%,39.24%,0.29%,4.34%,24.66,15.74
2023-04-07T07,15.75%,39.49%,39.61%,0.29%,4.86%,24.29,15.50
2023-04-07T08,15.44%,39.96%,39.12%,0.30%,5.19%,24.03,15.33
2023-04-07T09,15.39%,39.73%,38.67%,0.30%,5.91%,23.93,15.27
2023-04-07T10,15.25%,39.47%,36.94%,0.30%,8.04%,23.74,15.15
2023-04-07T11,15.13%,40.34%,35.37%,0.45%,8.72%,24.01,15.37
2023-04-07T12,14.85%,41.98%,34.21%,0.43%,8.53%,23.94,15.29
2023-04-07T13,15.29%,42.70%,34.03%,0.43%,7.55%,24.53,15.67
2023-04-07T14,15.30%,43.65%,33.78%,0.43%,6.84%,24.70,15.76
2023-04-07T15,15.72%,43.55%,34.07%,0.48%,6.18%,25.24,16.14
2023-04-07T16,15.38%,43.73%,34.20%,0.49%,6.21%,24.90,15.92
2023-04-07T17,15.20%,44.24%,34.16%,0.46%,5.93%,24.74,15.79
2023-04-07T18,14.96%,44.27%,34.33%,0.46%,5.98%,24.48,15.62
2023-04-07T19,14.94%,43.71%,35.05%,0.47%,5.84%,24.37,15.56
2023-04-07T20,14.67%,44.19%,34.68%,0.51%,5.95%,24.22,15.47
2023-04-07T21,14.74%,43.85%,34.49%,0.55%,6.37%,24.33,15.57
2023-04-07T22,14.91%,42.98%,34.74%,0.46%,6.89%,24.23,15.48
2023-04-07T23,14.82%,43.32%,34.44%,0.51%,6.91%,24.25,15.50
2023-04-08T00,15.00%,43.06%,33.78%,0.43%,7.72%,24.28,15.50
2023-04-08T01,14.94%,43.20%,33.97%,0.46%,7.43%,24.28,15.51
2023-04-08T02,15.28%,41.96%,35.30%,0.26%,7.20%,24.09,15.32
2023-04-08T03,15.59%,41.95%,36.25%,0.27%,5.94%,24.45,15.56
2023-04-08T04,16.68%,41.07%,37.72%,0.28%,4.24%,25.56,16.31
2023-04-08T05,14.55%,41.60%,38.09%,0.29%,5.47%,23.27,14.80
2023-04-08T06,13.72%,42.38%,38.41%,0.29%,5.20%,22.48,14.27
2023-04-08T07,13.89%,41.80%,38.12%,0.29%,5.91%,22.58,14.34
2023-04-08T08,14.01%,41.09%,38.66%,0.30%,5.95%,22.61,14.38
2023-04-08T09,14.46%,41.43%,37.40%,0.31%,6.40%,23.20,14.76
2023-04-08T10,14.11%,42.09%,36.70%,0.47%,6.63%,23.21,14.82
2023-04-08T11,13.76%,43.25%,35.24%,0.49%,7.27%,23.03,14.70
2023-04-08T12,13.81%,43.04%,34.29%,0.52%,8.33%,23.11,14.77
2023-04-08T13,13.95%,43.24%,34.69%,0.55%,7.57%,23.36,14.94
2023-04-08T14,13.99%,42.26%,35.05%,0.44%,8.27%,23.03,14.69
2023-04-08T15,14.14%,41.74%,35.45%,0.46%,8.21%,23.16,14.79
2023-04-08T16,13.80%,41.27%,36.15%,0.39%,8.39%,22.57,14.38
2023-04-08T17,13.95%,42.11%,36.07%,0.27%,7.60%,22.65,14.38
2023-04-08T18,13.55%,43.02%,36.51%,0.27%,6.65%,22.36,14.17
2023-04-08T19,13.51%,43.57%,36.68%,0.27%,5.98%,22.39,14.18
2023-04-08T20,13.64%,43.79%,36.54%,0.26%,5.76%,22.57,14.29
2023-04-08T21,13.81%,43.95%,36.48%,0.28%,5.47%,22.82,14.47
2023-04-08T22,13.81%,45.00%,35.58%,0.56%,5.06%,23.49,15.00
2023-04-08T23,13.63%,45.30%,34.92%,0.59%,5.55%,23.39,14.94
2023-04-09T00,14.60%,45.73%,33.32%,0.53%,5.81%,24.44,15.60
2023-04-09T01,15.23%,44.99%,33.43%,0.57%,5.77%,25.09,16.06
2023-04-09T02,15.63%,44.17%,34.58%,0.56%,5.05%,25.38,16.26
2023-04-09T03,15.42%,42.34%,35.44%,0.46%,6.34%,24.69,15.79
2023-04-09T04,14.71%,42.49%,37.08%,0.28%,5.43%,23.58,14.99
2023-04-09T05,14.41%,42.35%,36.98%,0.37%,5.89%,23.40,14.90
2023-04-09T06,14.74%,42.65%,36.63%,0.42%,5.55%,23.90,15.25
2023-04-09T07,15.05%,43.07%,36.61%,0.40%,4.87%,24.27,15.48
2023-04-09T08,14.88%,43.09%,36.97%,0.39%,4.68%,24.06,15.34
2023-04-09T09,15.06%,43.20%,36.31%,0.39%,5.05%,24.28,15.48
2023-04-09T10,15.36%,44.66%,34.62%,0.37%,5.00%,24.81,15.80
2023-04-09T11,15.49%,44.80%,34.09%,0.36%,5.26%,24.96,15.89
2023-04-09T12,15.25%,41.85%,34.45%,0.27%,8.19%,24.05,15.30
2023-04-09T13,14.55%,39.56%,35.59%,0.27%,10.03%,22.93,14.60
2023-04-09T14,14.23%,39.25%,36.14%,0.28%,10.10%,22.53,14.35
2023-04-09T15,13.94%,38.78%,36.45%,0.28%,10.54%,22.15,14.10
2023-04-09T16,13.87%,38.20%,37.19%,0.29%,10.45%,21.98,14.00
2023-04-09T17,14.03%,36.59%,38.05%,0.29%,11.04%,21.92,13.99
2023-04-09T18,13.52%,35.61%,39.09%,0.30%,11.48%,21.21,13.54
2023-04-09T19,13.59%,34.10%,40.27%,0.30%,11.74%,21.05,13.46
2023-04-09T20,13.42%,34.25%,40.19%,0.30%,11.84%,20.89,13.35
2023-04-09T21,13.50%,35.64%,39.47%,0.32%,11.07%,21.23,13.56
2023-04-09T22,13.55%,39.42%,37.95%,0.48%,8.59%,22.18,14.19
2023-04-09T23,14.12%,42.71%,36.89%,0.56%,5.71%,23.49,15.03
2023-04-10T00,14.03%,43.76%,35.07%,0.52%,6.62%,23.46,14.98
2023-04-10T01,14.53%,43.85%,35.11%,0.45%,6.05%,23.91,15.25
2023-04-10T02,14.82%,42.25%,36.45%,0.48%,5.99%,24.04,15.37
2023-04-10T03,14.69%,40.85%,37.07%,0.51%,6.88%,23.73,15.20
2023-04-10T04,14.64%,42.89%,36.25%,0.40%,5.82%,23.78,15.16
2023-04-10T05,13.97%,40.82%,37.51%,0.57%,7.13%,23.03,14.76
2023-04-10T06,14.03%,40.74%,37.49%,0.49%,7.25%,22.93,14.66
2023-04-10T07,13.96%,41.85%,37.11%,0.49%,6.60%,23.02,14.71
2023-04-10T08,13.66%,42.67%,36.49%,0.52%,6.66%,22.89,14.62
2023-04-10T09,13.33%,43.46%,34.49%,0.56%,8.16%,22.72,14.52
2023-04-10T10,12.61%,45.03%,32.06%,0.67%,9.63%,22.37,14.30
2023-04-10T11,14.38%,44.95%,30.61%,0.57%,9.49%,24.13,15.42
2023-04-10T12,14.29%,43.51%,30.29%,0.63%,11.27%,23.92,15.33
2023-04-10T13,13.69%,43.35%,31.37%,0.56%,11.02%,23.11,14.77
2023-04-10T14,13.87%,43.61%,31.70%,0.57%,10.25%,23.35,14.93
2023-04-10T15,13.88%,43.17%,32.12%,0.46%,10.36%,23.11,14.74
2023-04-10T16,14.00%,42.73%,32.69%,0.53%,10.06%,23.28,14.88
2023-04-10T17,14.38%,42.58%,32.91%,0.52%,9.61%,23.67,15.14
2023-04-10T18,14.55%,42.94%,32.95%,0.45%,9.11%,23.78,15.18
2023-04-10T19,14.71%,42.76%,32.95%,0.45%,9.13%,23.94,15.29
2023-04-10T20,14.52%,42.95%,33.12%,0.42%,8.99%,23.71,15.12
2023-04-10T21,14.45%,42.60%,33.18%,0.48%,9.28%,23.69,15.13
2023-04-10T22,14.91%,44.37%,32.85%,0.48%,7.39%,24.47,15.62
2023-04-10T23,15.01%,44.91%,32.18%,0.59%,7.32%,24.86,15.92
2023-04-11T00,15.57%,45.66%,31.28%,0.56%,6.93%,25.56,16.35
2023-04-11T01,15.70%,45.92%,32.08%,0.59%,5.70%,25.80,16.52
2023-04-11T02,16.19%,44.55%,33.67%,0.54%,5.05%,26.03,16.67
2023-04-11T03,16.57%,42.53%,35.17%,0.48%,5.25%,26.03,16.68
2023-04-11T04,14.23%,40.45%,37.65%,0.50%,7.17%,23.13,14.81
2023-04-11T05,14.72%,41.44%,37.97%,0.40%,5.47%,23.65,15.10
2023-04-11T06,14.53%,40.56%,38.55%,0.40%,5.96%,23.30,14.88
2023-04-11T07,14.29%,41.09%,37.67%,0.41%,6.54%,23.13,14.76
2023-04-11T08,14.63%,40.59%,37.92%,0.47%,6.39%,23.55,15.07
2023-04-11T09,14.40%,42.10%,35.98%,0.41%,7.12%,23.40,14.93
2023-04-11T10,15.18%,42.31%,33.48%,0.63%,8.41%,24.72,15.87
2023-04-11T11,16.02%,42.12%,31.59%,0.80%,9.48%,25.93,16.74
2023-04-11T12,15.55%,41.34%,31.55%,0.62%,10.95%,24.96,16.04
2023-04-11T13,15.53%,40.77%,32.20%,0.57%,10.94%,24.74,15.89
2023-04-11T14,15.79%,40.67%,32.73%,0.39%,10.43%,24.69,15.79
2023-04-11T15,15.38%,39.59%,33.19%,0.39%,11.45%,24.06,15.39
2023-04-11T16,15.13%,39.42%,33.11%,0.38%,11.96%,23.74,15.18
2023-04-11T17,14.66%,39.42%,33.04%,0.34%,12.54%,23.15,14.78
2023-04-11T18,14.61%,38.65%,33.11%,0.36%,13.26%,23.02,14.71
2023-04-11T19,14.90%,38.18%,33.07%,0.38%,13.47%,23.30,14.90
2023-04-11T20,14.55%,37.87%,32.89%,0.46%,14.22%,23.01,14.75
2023-04-11T21,14.57%,38.14%,32.41%,0.47%,14.41%,23.09,14.81
2023-04-11T22,14.86%,39.07%,32.59%,0.45%,13.04%,23.52,15.07
2023-04-11T23,15.20%,41.11%,32.52%,0.44%,10.74%,24.20,15.48
2023-04-12T00,15.93%,42.19%,31.69%,0.41%,9.78%,25.14,16.07
2023-04-12T01,15.70%,41.17%,32.34%,0.42%,10.36%,24.74,15.83
2023-04-12T02,15.35%,38.56%,33.90%,0.43%,11.76%,23.95,15.35
2023-04-12T03,15.11%,36.32%,35.36%,0.46%,12.74%,23.39,15.03
2023-04-12T04,15.86%,41.65%,37.21%,0.38%,4.90%,24.91,15.91
2023-04-12T05,14.18%,35.13%,37.90%,0.48%,12.32%,22.19,14.26
2023-04-12T06,14.69%,33.91%,38.43%,0.48%,12.48%,22.58,14.54
2023-04-12T07,14.60%,33.73%,38.61%,0.48%,12.58%,22.45,14.46
2023-04-12T08,14.22%,34.51%,38.41%,0.48%,12.38%,22.15,14.25
2023-04-12T09,14.00%,36.31%,37.26%,0.49%,11.95%,22.20,14.26
2023-04-12T10,13.57%,39.04%,35.23%,0.54%,11.62%,22.24,14.26
2023-04-12T11,14.00%,40.02%,33.47%,0.54%,11.97%,22.88,14.67
2023-04-12T12,14.00%,38.54%,33.47%,0.55%,13.44%,22.67,14.56
2023-04-12T13,13.88%,38.66%,33.83%,0.56%,13.07%,22.57,14.49
2023-04-12T14,13.92%,38.29%,33.47%,0.60%,13.71%,22.63,14.55
2023-04-12T15,13.69%,38.49%,32.97%,0.63%,14.22%,22.46,14.45
2023-04-12T16,13.46%,38.06%,32.89%,0.59%,15.00%,22.06,14.17
2023-04-12T17,13.06%,38.42%,32.39%,0.67%,15.46%,21.81,14.04
2023-04-12T18,13.35%,38.34%,32.12%,0.69%,15.50%,22.17,14.29
2023-04-12T19,13.65%,39.04%,31.76%,0.64%,14.91%,22.52,14.48
2023-04-12T20,14.05%,38.85%,31.16%,0.70%,15.24%,23.05,14.86
2023-04-12T21,14.27%,39.52%,30.54%,0.64%,15.03%,23.29,14.99
2023-04-12T22,14.07%,41.17%,30.32%,0.62%,13.82%,23.30,14.95
2023-04-12T23,14.46%,42.93%,30.57%,0.67%,11.37%,24.09,15.47
2023-04-13T00,14.70%,43.73%,30.11%,0.67%,10.79%,24.49,15.72
2023-04-13T01,14.46%,43.16%,30.79%,0.63%,10.96%,24.05,15.42
2023-04-13T02,14.19%,43.08%,31.99%,0.35%,10.39%,23.22,14.77
2023-04-13T03,14.64%,40.13%,34.24%,0.26%,10.72%,23.11,14.70
2023-04-13T04,14.49%,35.27%,37.59%,0.47%,12.18%,22.55,14.49
2023-04-13T05,13.78%,37.17%,37.67%,0.30%,11.08%,21.74,13.86
2023-04-13T06,13.78%,36.72%,38.17%,0.30%,11.04%,21.67,13.82
2023-04-13T07,14.03%,35.81%,39.09%,0.30%,10.76%,21.82,13.94
2023-04-13T08,13.99%,37.22%,38.83%,0.31%,9.65%,22.00,14.03
2023-04-13T09,14.03%,39.67%,37.37%,0.32%,8.62%,22.45,14.30
2023-04-13T10,13.67%,41.72%,35.21%,0.48%,8.92%,22.67,14.48
2023-04-13T11,14.57%,42.11%,34.01%,0.47%,8.84%,23.71,15.15
2023-04-13T12,14.37%,41.69%,33.61%,0.44%,9.89%,23.38,14.93
2023-04-13T13,14.25%,41.93%,33.26%,0.59%,9.98%,23.55,15.10
2023-04-13T14,14.50%,43.14%,32.59%,0.42%,9.34%,23.72,15.12
2023-04-13T15,14.57%,43.03%,32.37%,0.53%,9.50%,23.97,15.33
2023-04-13T16,14.69%,43.17%,31.67%,0.43%,10.04%,23.94,15.27
2023-04-13T17,14.43%,43.74%,30.68%,0.44%,10.71%,23.77,15.16
2023-04-13T18,14.72%,42.58%,30.32%,0.39%,11.99%,23.82,15.18
2023-04-13T19,14.53%,43.06%,29.70%,0.48%,12.24%,23.83,15.22
2023-04-13T20,15.22%,42.68%,28.81%,0.46%,12.83%,24.52,15.67
2023-04-13T21,15.88%,43.24%,27.96%,0.45%,12.47%,25.32,16.19
2023-04-13T22,16.49%,44.51%,27.73%,0.84%,10.43%,26.91,17.37
2023-04-13T23,16.72%,44.79%,28.50%,0.86%,9.13%,27.25,17.60
2023-04-14T00,16.71%,45.23%,28.33%,0.86%,8.86%,27.31,17.63
2023-04-14T01,16.77%,44.54%,29.10%,0.46%,9.12%,26.53,16.97
2023-04-14T02,16.83%,42.57%,31.62%,0.51%,8.47%,26.37,16.92
2023-04-14T03,17.17%,41.01%,33.54%,0.26%,8.01%,26.06,16.64
2023-04-14T04,14.03%,38.22%,36.35%,0.29%,11.12%,22.16,14.12
2023-04-14T05,16.55%,40.58%,36.44%,0.29%,6.14%,25.34,16.17
2023-04-14T06,16.81%,39.95%,37.51%,0.29%,5.43%,25.55,16.33
2023-04-14T07,16.93%,39.46%,37.79%,0.30%,5.53%,25.61,16.37
2023-04-14T08,16.61%,39.97%,37.46%,0.30%,5.67%,25.33,16.18
2023-04-14T09,16.56%,40.86%,36.69%,0.32%,5.58%,25.45,16.26
2023-04-14T10,16.49%,42.87%,34.75%,0.46%,5.42%,25.97,16.62
2023-04-14T11,16.94%,43.31%,33.51%,0.46%,5.78%,26.52,16.98
2023-04-14T12,17.41%,43.53%,32.55%,0.55%,5.96%,27.24,17.49
2023-04-14T13,17.56%,43.22%,32.50%,0.43%,6.30%,27.14,17.38
2023-04-14T14,16.92%,43.95%,32.00%,0.47%,6.67%,26.62,17.04
2023-04-14T15,16.49%,43.66%,31.05%,0.49%,8.31%,26.14,16.74
2023-04-14T16,16.22%,44.09%,30.46%,0.40%,8.83%,25.74,16.43
2023-04-14T17,15.75%,43.77%,29.81%,0.47%,10.19%,25.30,16.18
2023-04-14T18,15.89%,43.79%,29.10%,0.47%,10.75%,25.45,16.27
2023-04-14T19,15.54%,44.16%,28.76%,0.46%,11.08%,25.10,16.03
2023-04-14T20,15.45%,44.02%,28.43%,0.46%,11.63%,24.98,15.96
2023-04-14T21,15.37%,44.64%,28.13%,0.45%,11.41%,24.97,15.94
2023-04-14T22,15.41%,45.25%,28.46%,0.46%,10.42%,25.13,16.04
2023-04-14T23,15.53%,45.81%,29.02%,0.42%,9.22%,25.28,16.11
2023-04-15T00,15.54%,45.38%,29.15%,0.46%,9.47%,25.29,16.14
2023-04-15T01,16.31%,45.16%,30.27%,0.40%,7.87%,26.01,16.59
2023-04-15T02,17.51%,43.16%,32.16%,0.34%,6.83%,26.92,17.20
2023-04-15T03,17.50%,42.26%,33.86%,0.27%,6.11%,26.63,16.99
2023-04-15T04,17.09%,40.16%,35.13%,0.28%,7.34%,25.86,16.52
2023-04-15T05,16.78%,40.01%,36.37%,0.29%,6.55%,25.50,16.29
2023-04-15T06,16.85%,38.40%,37.54%,0.30%,6.91%,25.35,16.22
2023-04-15T07,16.21%,38.39%,38.17%,0.30%,6.92%,24.65,15.76
2023-04-15T08,16.11%,38.38%,38.35%,0.31%,6.85%,24.55,15.70
2023-04-15T09,16.37%,37.97%,38.19%,0.31%,7.15%,24.78,15.86
2023-04-15T10,16.33%,38.49%,37.62%,0.31%,7.25%,24.80,15.86
2023-04-15T11,16.27%,40.02%,36.65%,0.29%,6.78%,24.94,15.93
2023-04-15T12,15.70%,40.70%,35.69%,0.28%,7.63%,24.41,15.56
2023-04-15T13,15.30%,41.01%,35.00%,0.27%,8.41%,23.99,15.27
2023-04-15T14,15.49%,41.31%,34.20%,0.27%,8.74%,24.24,15.44
2023-04-15T15,16.22%,40.92%,33.27%,0.26%,9.33%,24.99,15.93
2023-04-15T16,16.15%,40.11%,32.81%,0.35%,10.58%,24.94,15.94
2023-04-15T17,15.57%,39.59%,31.91%,0.33%,12.59%,24.18,15.45
2023-04-15T18,15.97%,39.82%,31.31%,0.32%,12.57%,24.65,15.75
2023-04-15T19,15.74%,41.47%,31.33%,0.32%,11.14%,24.65,15.72
2023-04-15T20,15.31%,41.72%,30.86%,0.32%,11.79%,24.20,15.42
2023-04-15T21,15.07%,41.64%,30.55%,0.32%,12.42%,23.92,15.24
2023-04-15T22,15.60%,42.07%,30.77%,0.32%,11.24%,24.59,15.67
2023-04-15T23,17.22%,41.49%,31.08%,0.33%,9.88%,26.30,16.81
2023-04-16T00,17.70%,40.84%,31.20%,0.33%,9.93%,26.75,17.12
2023-04-16T01,18.25%,40.69%,31.88%,0.34%,8.83%,27.35,17.52
2023-04-16T02,17.90%,39.15%,33.42%,0.36%,9.17%,26.75,17.16
2023-04-16T03,18.40%,38.21%,34.74%,0.37%,8.27%,27.18,17.46
2023-04-16T04,17.12%,40.47%,35.95%,0.29%,6.18%,25.96,16.59
2023-04-16T05,18.21%,37.08%,38.51%,0.34%,5.86%,26.74,17.18
2023-04-16T06,17.26%,36.80%,39.43%,0.35%,6.15%,25.66,16.48
2023-04-16T07,17.04%,35.35%,39.33%,0.38%,7.90%,25.23,16.22
2023-04-16T08,16.14%,35.63%,40.02%,0.44%,7.76%,24.39,15.69
2023-04-16T09,15.90%,35.57%,39.29%,0.63%,8.62%,24.46,15.81
2023-04-16T10,15.33%,36.63%,38.64%,0.77%,8.63%,24.25,15.71
2023-04-16T11,15.50%,35.50%,38.49%,0.76%,9.75%,24.25,15.72
2023-04-16T12,15.24%,34.31%,37.39%,0.74%,12.32%,23.73,15.39
2023-04-16T13,15.18%,34.92%,35.98%,0.78%,13.14%,23.84,15.47
2023-04-16T14,14.82%,34.53%,35.14%,0.68%,14.82%,23.20,15.02
2023-04-16T15,14.94%,36.33%,33.97%,0.74%,14.02%,23.71,15.34
2023-04-16T16,15.31%,36.31%,33.30%,0.74%,14.33%,24.13,15.63
2023-04-16T17,14.93%,35.73%,32.87%,0.73%,15.74%,23.59,15.27
2023-04-16T18,14.71%,37.00%,32.54%,0.74%,15.01%,23.56,15.24
2023-04-16T19,14.69%,36.85%,32.77%,0.76%,14.93%,23.55,15.24
2023-04-16T20,14.65%,37.63%,31.88%,0.73%,15.10%,23.58,15.24
2023-04-16T21,14.81%,38.05%,31.16%,0.74%,15.25%,23.84,15.41
2023-04-16T22,15.11%,37.61%,31.29%,0.69%,15.29%,24.02,15.51
2023-04-16T23,15.59%,37.93%,31.43%,0.70%,14.36%,24.61,15.90
2023-04-17T00,16.09%,38.05%,30.90%,0.69%,14.27%,25.18,16.27
2023-04-17T01,15.58%,36.29%,31.75%,0.65%,15.72%,24.26,15.68
2023-04-17T02,15.68%,36.24%,33.47%,0.65%,13.96%,24.36,15.74
2023-04-17T03,15.44%,35.70%,35.17%,0.68%,13.01%,24.06,15.57
2023-04-17T04,17.97%,36.07%,37.33%,0.30%,8.33%,26.23,16.84
2023-04-17T05,14.22%,36.52%,36.60%,0.29%,12.38%,22.10,14.11
2023-04-17T06,14.01%,35.25%,36.90%,0.29%,13.55%,21.68,13.85
2023-04-17T07,14.13%,35.41%,37.82%,0.30%,12.35%,21.85,13.96
2023-04-17T08,14.38%,36.57%,37.08%,0.29%,11.68%,22.31,14.24
2023-04-17T09,15.25%,37.52%,35.98%,0.29%,10.96%,23.42,14.96
2023-04-17T10,14.71%,38.88%,33.53%,0.27%,12.62%,22.99,14.65
2023-04-17T11,14.98%,39.29%,32.02%,0.25%,13.46%,23.33,14.86
2023-04-17T12,15.46%,40.32%,31.15%,0.24%,12.83%,24.00,15.28
2023-04-17T13,15.19%,39.28%,30.87%,0.24%,14.43%,23.53,14.99
2023-04-17T14,15.26%,38.70%,30.98%,0.27%,14.79%,23.58,15.04
2023-04-17T15,15.46%,37.94%,31.22%,0.24%,15.14%,23.62,15.07
2023-04-17T16,15.11%,37.32%,31.39%,0.24%,15.94%,23.14,14.76
2023-04-17T17,15.10%,36.20%,31.59%,0.24%,16.88%,22.95,14.65
2023-04-17T18,14.84%,36.49%,31.37%,0.23%,17.07%,22.69,14.47
2023-04-17T19,14.58%,36.44%,31.35%,0.24%,17.39%,22.40,14.29
2023-04-17T20,14.54%,37.40%,31.03%,0.23%,16.79%,22.50,14.34
2023-04-17T21,14.26%,37.58%,31.01%,0.23%,16.92%,22.22,14.15
2023-04-17T22,15.19%,39.18%,30.69%,0.23%,14.71%,23.50,14.96
2023-04-17T23,15.95%,40.10%,30.84%,0.23%,12.88%,24.48,15.60
2023-04-18T00,16.36%,41.24%,30.53%,0.22%,11.65%,25.11,15.99
2023-04-18T01,16.28%,42.02%,31.02%,0.23%,10.44%,25.18,16.03
2023-04-18T02,16.57%,42.42%,32.73%,0.25%,8.04%,25.58,16.29
2023-04-18T03,16.87%,42.36%,34.10%,0.26%,6.40%,25.93,16.53
2023-04-18T04,15.03%,35.10%,36.19%,0.29%,13.39%,22.78,14.58
2023-04-18T05,16.46%,40.17%,36.65%,0.28%,6.45%,25.16,16.06
2023-04-18T06,16.20%,39.89%,36.91%,0.28%,6.71%,24.83,15.85
2023-04-18T07,15.98%,39.62%,37.14%,0.29%,6.97%,24.56,15.68
2023-04-18T08,15.90%,40.01%,36.31%,0.28%,7.50%,24.52,15.64
2023-04-18T09,15.51%,41.90%,35.33%,0.27%,6.99%,24.37,15.52
2023-04-18T10,15.27%,43.95%,32.66%,0.26%,7.86%,24.40,15.50
2023-04-18T11,16.08%,43.99%,30.75%,0.25%,8.93%,25.29,16.08
2023-04-18T12,15.81%,43.29%,30.76%,0.25%,9.90%,24.88,15.82
2023-04-18T13,16.11%,42.20%,31.36%,0.25%,10.08%,25.05,15.95
2023-04-18T14,16.49%,41.21%,31.67%,0.25%,10.37%,25.31,16.14
2023-04-18T15,16.12%,41.12%,32.10%,0.25%,10.41%,24.88,15.85
2023-04-18T16,16.37%,40.59%,32.09%,0.25%,10.69%,25.08,15.99
2023-04-18T17,16.33%,40.04%,32.43%,0.25%,10.95%,24.95,15.92
2023-04-18T18,16.43%,39.43%,32.37%,0.25%,11.52%,24.96,15.93
2023-04-18T19,16.41%,39.66%,32.39%,0.24%,11.30%,24.96,15.92
2023-04-18T20,16.35%,40.07%,32.19%,0.08%,11.30%,24.67,15.66
2023-04-18T21,15.86%,40.83%,32.11%,0.08%,11.11%,24.24,15.37
