period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-01-14T19,9.60%,18.73%,12.22%,0.00%,59.45%,9.10,5.99
2023-01-14T20,9.69%,17.03%,12.63%,0.00%,60.64%,8.92,5.89
2023-01-14T21,9.26%,16.22%,12.89%,0.00%,61.63%,8.51,5.63
2023-01-14T22,8.98%,15.68%,12.92%,0.00%,62.41%,8.25,5.45
2023-01-14T23,8.28%,15.73%,12.81%,0.00%,63.19%,7.78,5.13
2023-01-15T00,9.60%,18.73%,12.45%,0.00%,59.22%,9.10,5.99
2023-01-15T01,10.59%,20.19%,11.93%,0.00%,57.29%,9.97,6.57
2023-01-15T02,10.59%,19.61%,11.82%,0.00%,57.97%,9.89,6.52
2023-01-15T03,10.89%,19.62%,11.87%,0.00%,57.62%,10.09,6.66
2023-01-15T04,10.67%,18.40%,11.99%,0.00%,58.93%,9.77,6.46
2023-01-15T05,10.64%,15.84%,12.23%,0.00%,61.29%,9.38,6.24
2023-01-15T06,9.84%,14.07%,12.58%,0.00%,63.50%,8.60,5.73
2023-01-15T07,8.80%,13.61%,12.83%,0.00%,64.75%,7.83,5.20
2023-01-15T08,7.76%,13.74%,13.04%,0.00%,65.47%,7.15,4.72
2023-01-15T09,7.53%,13.97%,13.26%,0.00%,65.24%,7.04,4.64
2023-01-15T10,7.24%,13.81%,13.24%,0.00%,65.71%,6.82,4.49
2023-01-15T11,7.71%,13.57%,13.07%,0.00%,65.65%,7.10,4.69
2023-01-15T12,8.21%,13.80%,12.95%,0.00%,65.04%,7.46,4.94
2023-01-15T13,8.77%,14.57%,12.59%,0.00%,64.07%,7.95,5.27
2023-01-15T14,9.28%,16.08%,12.30%,0.00%,62.34%,8.51,5.63
2023-01-15T15,8.97%,14.84%,12.12%,0.00%,64.08%,8.12,5.38
2023-01-15T16,7.71%,13.57%,12.15%,0.00%,66.57%,7.10,4.69
2023-01-15T17,6.94%,13.54%,12.33%,0.00%,67.18%,6.58,4.33
2023-01-15T18,6.72%,13.57%,12.45%,0.00%,67.26%,6.44,4.23
2023-01-15T19,6.72%,13.40%,12.60%,0.00%,67.29%,6.41,4.21
2023-01-15T20,6.76%,13.31%,12.71%,0.00%,67.22%,6.43,4.23
2023-01-15T21,6.79%,13.44%,12.74%,0.00%,67.02%,6.46,4.25
2023-01-15T22,6.79%,13.67%,12.75%,0.00%,66.78%,6.50,4.27
2023-01-15T23,7.56%,14.66%,12.66%,0.00%,65.12%,7.15,4.71
2023-01-16T00,8.57%,17.30%,12.35%,0.00%,61.78%,8.20,5.39
2023-01-16T01,8.59%,18.69%,11.99%,0.00%,60.73%,8.42,5.51
2023-01-16T02,8.77%,17.68%,12.01%,0.00%,61.53%,8.40,5.52
2023-01-16T03,8.62%,16.82%,12.12%,0.00%,62.44%,8.17,5.38
2023-01-16T04,8.88%,15.76%,12.41%,0.00%,62.95%,8.19,5.41
2023-01-16T05,8.99%,15.44%,12.85%,0.00%,62.73%,8.22,5.44
2023-01-16T06,8.44%,14.83%,13.39%,0.00%,63.34%,7.77,5.13
2023-01-16T07,8.00%,15.42%,13.91%,0.00%,62.67%,7.56,4.97
2023-01-16T08,8.65%,15.99%,14.41%,0.00%,60.96%,8.07,5.32
2023-01-16T09,9.79%,17.09%,14.82%,0.00%,58.30%,8.99,5.94
2023-01-16T10,11.35%,20.26%,14.93%,0.00%,53.45%,10.49,6.93
2023-01-16T11,13.05%,23.11%,14.73%,0.00%,49.11%,12.03,7.95
2023-01-16T12,13.05%,24.77%,14.24%,0.00%,47.94%,12.27,8.08
2023-01-16T13,13.46%,27.10%,13.61%,0.00%,45.83%,12.88,8.46
2023-01-16T14,14.42%,30.16%,13.18%,0.00%,42.24%,13.96,9.15
2023-01-16T15,14.18%,31.62%,12.89%,0.00%,41.32%,14.01,9.16
2023-01-16T16,13.56%,33.21%,12.69%,0.00%,40.54%,13.83,9.00
2023-01-16T17,12.99%,33.29%,12.27%,0.00%,41.45%,13.46,8.74
2023-01-16T18,11.79%,29.83%,11.93%,0.00%,46.45%,12.15,7.90
2023-01-16T19,9.67%,27.55%,11.77%,0.00%,51.02%,10.41,6.73
2023-01-16T20,9.96%,28.24%,11.60%,0.00%,50.20%,10.70,6.92
2023-01-16T21,9.91%,27.94%,11.47%,0.00%,50.68%,10.63,6.87
2023-01-16T22,9.92%,29.62%,11.36%,0.00%,49.11%,10.87,7.01
2023-01-16T23,10.07%,34.75%,11.30%,0.00%,43.88%,11.71,7.49
2023-01-17T00,11.31%,43.48%,11.31%,0.00%,33.89%,13.79,8.77
2023-01-17T01,11.87%,46.50%,11.11%,0.00%,30.52%,14.60,9.28
2023-01-17T02,11.66%,44.88%,11.28%,0.00%,32.18%,14.23,9.05
2023-01-17T03,11.92%,40.81%,11.62%,0.00%,35.65%,13.82,8.84
2023-01-17T04,12.28%,38.00%,12.01%,0.00%,37.71%,13.66,8.79
2023-01-17T05,13.44%,34.23%,12.73%,0.00%,39.59%,13.89,9.03
2023-01-17T06,13.59%,29.29%,13.35%,0.00%,43.77%,13.28,8.70
2023-01-17T07,12.42%,26.61%,13.99%,0.00%,46.98%,12.12,7.94
2023-01-17T08,11.42%,28.35%,14.34%,0.00%,45.88%,11.70,7.61
2023-01-17T09,12.30%,31.20%,14.67%,0.00%,41.83%,12.70,8.25
2023-01-17T10,13.88%,32.88%,14.71%,0.00%,38.53%,13.99,9.12
2023-01-17T11,15.48%,35.97%,14.37%,0.00%,34.17%,15.50,10.12
2023-01-17T12,15.31%,42.22%,13.69%,0.00%,28.78%,16.28,10.54
2023-01-17T13,14.85%,50.01%,12.53%,0.00%,22.61%,17.10,10.95
2023-01-17T14,15.75%,53.07%,12.08%,0.00%,19.10%,18.13,11.61
2023-01-17T15,15.80%,53.37%,12.10%,0.00%,18.73%,18.21,11.66
2023-01-17T16,15.69%,52.23%,12.08%,0.00%,20.00%,17.97,11.52
2023-01-17T17,15.99%,52.49%,12.12%,0.00%,19.39%,18.22,11.68
2023-01-17T18,15.71%,51.50%,12.12%,0.00%,20.68%,17.88,11.47
2023-01-17T19,14.57%,48.89%,11.99%,0.00%,24.55%,16.75,10.73
2023-01-17T20,13.33%,45.83%,11.88%,0.00%,28.97%,15.48,9.90
2023-01-17T21,13.48%,45.78%,11.66%,0.00%,29.07%,15.57,9.97
2023-01-17T22,12.03%,43.99%,11.53%,0.00%,32.45%,14.35,9.15
2023-01-17T23,12.36%,45.55%,11.47%,0.00%,30.62%,14.79,9.43
2023-01-18T00,13.67%,51.05%,11.38%,0.00%,23.90%,16.45,10.48
2023-01-18T01,14.25%,51.34%,11.20%,0.00%,23.21%,16.88,10.78
2023-01-18T02,13.92%,49.39%,11.32%,0.00%,25.36%,16.39,10.47
2023-01-18T03,12.96%,46.10%,11.39%,0.00%,29.54%,15.27,9.76
2023-01-18T04,13.33%,42.21%,11.72%,0.00%,32.73%,14.96,9.62
2023-01-18T05,13.90%,34.10%,12.43%,0.00%,39.58%,14.18,9.23
2023-01-18T06,14.04%,29.61%,13.21%,0.00%,43.14%,13.63,8.93
2023-01-18T07,14.54%,26.47%,13.78%,0.00%,45.21%,13.51,8.91
2023-01-18T08,13.11%,23.05%,14.10%,0.00%,49.75%,12.06,7.97
2023-01-18T09,10.78%,18.10%,14.15%,0.00%,56.98%,9.80,6.48
2023-01-18T10,10.03%,17.58%,14.18%,0.00%,58.21%,9.22,6.09
2023-01-18T11,9.92%,18.77%,13.96%,0.00%,57.35%,9.32,6.14
2023-01-18T12,10.65%,22.29%,13.45%,0.00%,53.61%,10.31,6.76
2023-01-18T13,10.59%,24.94%,12.58%,0.00%,51.89%,10.65,6.95
2023-01-18T14,11.75%,26.36%,12.11%,0.00%,49.78%,11.63,7.60
2023-01-18T15,11.79%,24.33%,12.00%,0.00%,51.88%,11.37,7.46
2023-01-18T16,11.48%,22.66%,11.81%,0.00%,54.05%,10.92,7.18
2023-01-18T17,11.07%,22.01%,11.66%,0.00%,55.26%,10.55,6.94
2023-01-18T18,10.89%,22.02%,11.62%,0.00%,55.47%,10.43,6.85
2023-01-18T19,11.04%,22.00%,11.57%,0.00%,55.39%,10.53,6.92
2023-01-18T20,10.87%,20.84%,11.46%,0.00%,56.83%,10.25,6.75
2023-01-18T21,10.21%,19.65%,11.58%,0.00%,58.56%,9.64,6.34
2023-01-18T22,9.57%,20.82%,11.56%,0.00%,58.05%,9.38,6.14
2023-01-18T23,9.65%,23.20%,11.51%,0.00%,55.64%,9.78,6.37
2023-01-19T00,10.87%,27.78%,11.48%,0.00%,49.87%,11.25,7.31
2023-01-19T01,12.29%,30.79%,11.31%,0.00%,45.60%,12.63,8.21
2023-01-19T02,12.30%,29.42%,11.53%,0.00%,46.75%,12.44,8.11
2023-01-19T03,11.96%,27.25%,11.61%,0.00%,49.18%,11.90,7.77
2023-01-19T04,11.46%,26.29%,11.92%,0.00%,50.33%,11.43,7.46
2023-01-19T05,11.56%,24.21%,12.56%,0.00%,51.67%,11.20,7.34
2023-01-19T06,11.52%,21.40%,13.24%,0.00%,53.85%,10.77,7.10
2023-01-19T07,11.14%,20.36%,13.85%,0.00%,54.65%,10.37,6.84
2023-01-19T08,10.71%,19.95%,14.10%,0.00%,55.23%,10.02,6.60
2023-01-19T09,10.24%,20.07%,14.22%,0.00%,55.47%,9.72,6.39
2023-01-19T10,10.28%,21.30%,14.24%,0.00%,54.18%,9.93,6.51
2023-01-19T11,11.03%,25.57%,14.03%,0.00%,49.37%,11.04,7.21
2023-01-19T12,10.79%,32.33%,13.22%,0.00%,43.65%,11.85,7.64
2023-01-19T13,10.43%,40.46%,11.85%,0.00%,37.27%,12.77,8.12
2023-01-19T14,11.07%,44.20%,11.31%,0.00%,33.42%,13.74,8.72
2023-01-19T15,11.58%,43.95%,11.41%,0.00%,33.06%,14.04,8.94
2023-01-19T16,10.80%,44.43%,11.60%,0.00%,33.17%,13.59,8.61
2023-01-19T17,9.98%,41.90%,11.90%,0.00%,36.22%,12.68,8.02
2023-01-19T18,10.33%,44.72%,12.14%,0.00%,32.81%,13.32,8.42
2023-01-19T19,11.50%,47.30%,12.31%,0.00%,28.88%,14.47,9.17
2023-01-19T20,11.73%,48.51%,12.40%,0.00%,27.35%,14.80,9.37
2023-01-19T21,11.40%,49.24%,12.46%,0.00%,26.90%,14.68,9.28
2023-01-19T22,11.20%,50.32%,12.49%,0.00%,25.98%,14.70,9.27
2023-01-19T23,11.99%,56.15%,12.38%,0.00%,19.48%,16.06,10.11
2023-01-20T00,14.81%,64.74%,12.11%,0.00%,8.34%,19.18,12.12
2023-01-20T01,15.24%,66.20%,11.69%,0.00%,6.87%,19.67,12.43
2023-01-20T02,14.64%,63.11%,11.64%,0.00%,10.62%,18.83,11.90
2023-01-20T03,14.11%,59.46%,11.68%,0.00%,14.75%,17.96,11.37
2023-01-20T04,12.86%,55.59%,11.95%,0.00%,19.60%,16.57,10.47
2023-01-20T05,11.47%,50.53%,12.44%,0.00%,25.56%,14.91,9.42
2023-01-20T06,11.07%,45.64%,13.02%,0.00%,30.27%,13.94,8.83
2023-01-20T07,10.78%,41.04%,13.36%,0.00%,34.82%,13.09,8.33
2023-01-20T08,10.90%,39.03%,13.55%,0.00%,36.53%,12.88,8.22
2023-01-20T09,10.91%,39.04%,13.44%,0.00%,36.61%,12.89,8.23
2023-01-20T10,10.77%,38.23%,13.26%,0.00%,37.73%,12.68,8.10
2023-01-20T11,10.53%,38.51%,12.97%,0.00%,37.99%,12.56,8.01
2023-01-20T12,10.01%,41.68%,12.25%,0.00%,36.06%,12.67,8.02
2023-01-20T13,10.14%,44.72%,11.23%,0.00%,33.91%,13.19,8.33
2023-01-20T14,10.63%,42.98%,10.81%,0.00%,35.58%,13.27,8.42
2023-01-20T15,9.63%,36.57%,10.80%,0.00%,43.01%,11.68,7.43
2023-01-20T16,9.17%,33.34%,10.87%,0.00%,46.62%,10.91,6.96
2023-01-20T17,9.10%,28.81%,10.95%,0.00%,51.14%,10.21,6.56
2023-01-20T18,9.14%,25.18%,11.09%,0.00%,54.60%,9.72,6.29
2023-01-20T19,9.43%,24.47%,11.30%,0.00%,54.81%,9.81,6.37
2023-01-20T20,9.48%,23.88%,11.39%,0.00%,55.25%,9.76,6.34
2023-01-20T21,9.63%,21.09%,11.62%,0.00%,57.66%,9.46,6.19
2023-01-20T22,9.73%,19.74%,11.72%,0.00%,58.80%,9.33,6.13
2023-01-20T23,9.61%,21.31%,11.60%,0.00%,57.48%,9.48,6.20
2023-01-21T00,9.78%,25.04%,11.33%,0.00%,53.85%,10.13,6.58
2023-01-21T01,10.60%,27.18%,11.07%,0.00%,51.14%,10.98,7.13
2023-01-21T02,10.11%,25.31%,11.12%,0.00%,53.46%,10.39,6.75
2023-01-21T03,9.95%,24.90%,11.21%,0.00%,53.94%,10.22,6.64
2023-01-21T04,9.87%,23.33%,11.45%,0.00%,55.35%,9.94,6.48
2023-01-21T05,10.70%,20.11%,11.86%,0.00%,57.33%,10.03,6.61
2023-01-21T06,10.48%,20.03%,12.31%,0.00%,57.18%,9.88,6.50
2023-01-21T07,10.29%,23.77%,12.75%,0.00%,53.19%,10.28,6.71
2023-01-21T08,10.45%,29.17%,13.07%,0.00%,47.31%,11.17,7.22
2023-01-21T09,11.89%,34.33%,13.38%,0.00%,40.39%,12.87,8.31
2023-01-21T10,14.31%,38.15%,13.52%,0.00%,34.02%,15.04,9.75
2023-01-21T11,16.48%,39.37%,13.44%,0.00%,30.71%,16.66,10.86
2023-01-21T12,17.19%,42.49%,13.27%,0.00%,27.04%,17.58,11.44
2023-01-21T13,14.25%,46.75%,12.83%,0.00%,26.17%,16.23,10.41
2023-01-21T14,13.56%,48.31%,12.29%,0.00%,25.83%,15.99,10.21
2023-01-21T15,13.19%,46.18%,11.88%,0.00%,28.75%,15.43,9.87
2023-01-21T16,12.01%,41.01%,11.53%,0.00%,35.46%,13.90,8.90
2023-01-21T17,11.07%,36.45%,11.36%,0.00%,41.12%,12.62,8.10
2023-01-21T18,10.94%,34.82%,11.39%,0.00%,42.85%,12.30,7.90
2023-01-21T19,10.66%,32.49%,11.65%,0.00%,45.19%,11.78,7.59
2023-01-21T20,9.70%,29.53%,12.00%,0.00%,48.77%,10.72,6.90
2023-01-21T21,8.70%,27.31%,12.30%,0.00%,51.69%,9.73,6.26
2023-01-21T22,8.17%,27.47%,12.37%,0.00%,51.99%,9.40,6.02
2023-01-21T23,8.19%,29.07%,12.33%,0.00%,50.40%,9.64,6.16
2023-01-22T00,8.50%,33.54%,12.07%,0.00%,45.90%,10.49,6.66
2023-01-22T01,10.09%,37.28%,11.76%,0.00%,40.87%,12.09,7.70
2023-01-22T02,9.40%,35.76%,11.71%,0.00%,43.13%,11.41,7.26
2023-01-22T03,8.95%,33.55%,11.79%,0.00%,45.71%,10.79,6.87
2023-01-22T04,8.73%,32.33%,11.89%,0.00%,47.05%,10.47,6.67
2023-01-22T05,8.12%,32.70%,12.09%,0.00%,47.10%,10.12,6.42
2023-01-22T06,8.07%,34.90%,12.53%,0.00%,44.50%,10.40,6.57
2023-01-22T07,8.26%,36.32%,12.87%,0.00%,42.55%,10.72,6.77
2023-01-22T08,8.55%,37.59%,13.05%,0.00%,40.81%,11.10,7.01
2023-01-22T09,8.87%,39.19%,13.08%,0.00%,38.86%,11.54,7.29
2023-01-22T10,9.26%,40.54%,13.05%,0.00%,37.15%,12.00,7.58
2023-01-22T11,9.58%,42.56%,12.83%,0.00%,35.03%,12.50,7.89
2023-01-22T12,9.61%,44.61%,12.45%,0.00%,33.33%,12.82,8.07
2023-01-22T13,9.08%,46.76%,11.97%,0.00%,32.19%,12.77,8.00
2023-01-22T14,9.95%,48.95%,11.51%,0.00%,29.58%,13.67,8.58
2023-01-22T15,10.13%,45.30%,11.22%,0.00%,33.35%,13.26,8.37
2023-01-22T16,8.43%,41.30%,11.25%,0.00%,39.02%,11.55,7.25
2023-01-22T17,8.17%,42.35%,11.48%,0.00%,38.00%,11.53,7.22
2023-01-22T18,9.27%,45.28%,11.87%,0.00%,33.58%,12.69,7.96
2023-01-22T19,9.21%,45.31%,12.14%,0.00%,33.34%,12.65,7.94
2023-01-22T20,8.37%,42.98%,12.40%,0.00%,36.26%,11.75,7.36
2023-01-22T21,8.27%,42.39%,12.54%,0.00%,36.80%,11.61,7.27
2023-01-22T22,8.34%,44.58%,12.55%,0.00%,34.53%,11.97,7.48
2023-01-22T23,9.16%,51.34%,12.58%,0.00%,26.92%,13.48,8.40
2023-01-23T00,13.47%,64.13%,12.35%,0.00%,10.05%,18.20,11.44
2023-01-23T01,15.56%,67.81%,11.86%,0.00%,4.78%,20.12,12.71
2023-01-23T02,15.08%,65.35%,11.42%,0.00%,8.15%,19.45,12.29
2023-01-23T03,14.35%,61.93%,11.28%,0.00%,12.45%,18.47,11.67
2023-01-23T04,13.84%,56.67%,11.23%,0.00%,18.26%,17.37,11.01
2023-01-23T05,12.83%,49.08%,11.59%,0.00%,26.51%,15.61,9.93
2023-01-23T06,12.84%,41.41%,11.92%,0.00%,33.82%,14.52,9.32
2023-01-23T07,11.95%,36.55%,12.04%,0.00%,39.45%,13.23,8.52
2023-01-23T08,9.93%,35.73%,12.07%,0.00%,42.26%,11.76,7.51
2023-01-23T09,9.75%,34.83%,11.97%,0.00%,43.45%,11.51,7.35
2023-01-23T10,9.74%,34.05%,11.79%,0.00%,44.41%,11.39,7.28
2023-01-23T11,9.85%,35.53%,11.37%,0.00%,43.25%,11.68,7.45
2023-01-23T12,10.37%,37.89%,10.51%,0.00%,41.22%,12.37,7.89
2023-01-23T13,11.95%,39.94%,9.72%,0.00%,38.39%,13.71,8.79
2023-01-23T14,12.18%,40.31%,9.36%,0.00%,38.16%,13.92,8.92
2023-01-23T15,10.51%,35.50%,9.54%,0.00%,44.45%,12.11,7.76
2023-01-23T16,9.25%,30.57%,9.87%,0.00%,50.31%,10.57,6.78
2023-01-23T17,9.20%,25.23%,10.33%,0.00%,55.23%,9.77,6.32
2023-01-23T18,9.73%,21.53%,10.68%,0.00%,58.06%,9.59,6.27
2023-01-23T19,9.87%,19.51%,10.99%,0.00%,59.63%,9.39,6.18
2023-01-23T20,10.07%,16.98%,11.30%,0.00%,61.64%,9.17,6.07
2023-01-23T21,10.17%,15.99%,11.54%,0.00%,62.30%,9.09,6.03
2023-01-23T22,10.17%,17.36%,11.54%,0.00%,60.92%,9.29,6.14
2023-01-23T23,10.74%,21.87%,11.37%,0.00%,56.02%,10.31,6.77
2023-01-24T00,13.11%,27.65%,11.01%,0.00%,48.23%,12.72,8.34
2023-01-24T01,15.18%,31.42%,10.62%,0.00%,42.79%,14.65,9.61
2023-01-24T02,16.20%,30.52%,10.59%,0.00%,42.69%,15.20,10.01
2023-01-24T03,15.68%,29.67%,10.74%,0.00%,43.91%,14.73,9.70
2023-01-24T04,15.18%,28.50%,11.04%,0.00%,45.28%,14.23,9.37
2023-01-24T05,13.29%,26.69%,11.56%,0.00%,48.46%,12.71,8.35
2023-01-24T06,12.20%,27.96%,12.09%,0.00%,47.75%,12.16,7.94
2023-01-24T07,13.10%,30.88%,12.64%,0.00%,43.39%,13.18,8.60
2023-01-24T08,15.12%,35.09%,12.87%,0.00%,36.92%,15.14,9.88
2023-01-24T09,16.66%,37.62%,12.93%,0.00%,32.79%,16.52,10.80
2023-01-24T10,16.34%,40.05%,12.87%,0.00%,30.75%,16.66,10.84
2023-01-24T11,15.19%,44.20%,12.55%,0.00%,28.06%,16.49,10.64
2023-01-24T12,14.46%,47.50%,11.86%,0.00%,26.18%,16.47,10.56
2023-01-24T13,13.48%,49.33%,10.85%,0.00%,26.34%,16.08,10.26
2023-01-24T14,13.37%,48.50%,10.39%,0.00%,27.73%,15.89,10.14
2023-01-24T15,15.17%,50.21%,10.33%,0.00%,24.28%,17.34,11.12
2023-01-24T16,15.62%,49.77%,10.24%,0.00%,24.37%,17.58,11.29
2023-01-24T17,16.16%,50.40%,10.18%,0.00%,23.26%,18.03,11.60
2023-01-24T18,15.54%,49.86%,10.18%,0.00%,24.42%,17.53,11.26
2023-01-24T19,14.09%,48.81%,10.19%,0.00%,26.91%,16.41,10.50
2023-01-24T20,13.35%,45.75%,10.28%,0.00%,30.62%,15.48,9.91
2023-01-24T21,12.63%,43.17%,10.53%,0.00%,33.68%,14.63,9.36
2023-01-24T22,12.03%,39.20%,10.66%,0.00%,38.11%,13.66,8.76
2023-01-24T23,11.73%,36.94%,10.49%,0.00%,40.84%,13.14,8.44
2023-01-25T00,11.73%,40.43%,10.27%,0.00%,37.56%,13.64,8.72
2023-01-25T01,13.01%,44.13%,9.94%,0.00%,32.92%,15.02,9.62
2023-01-25T02,13.40%,42.81%,9.83%,0.00%,33.95%,15.10,9.70
2023-01-25T03,12.74%,41.67%,9.83%,0.00%,35.77%,14.49,9.29
2023-01-25T04,11.48%,39.63%,10.01%,0.00%,38.88%,13.36,8.54
2023-01-25T05,11.30%,37.20%,10.41%,0.00%,41.10%,12.88,8.26
2023-01-25T06,11.81%,35.49%,10.81%,0.00%,41.88%,12.98,8.37
2023-01-25T07,12.04%,34.70%,11.07%,0.00%,42.19%,13.02,8.41
2023-01-25T08,12.13%,35.04%,11.20%,0.00%,41.63%,13.13,8.48
2023-01-25T09,12.29%,36.83%,11.26%,0.00%,39.62%,13.50,8.70
2023-01-25T10,12.57%,38.86%,11.25%,0.00%,37.32%,13.97,8.99
2023-01-25T11,12.36%,39.47%,11.01%,0.00%,37.16%,13.92,8.94
2023-01-25T12,11.79%,41.37%,10.46%,0.00%,36.38%,13.81,8.83
2023-01-25T13,11.91%,45.60%,9.65%,0.00%,32.84%,14.50,9.22
2023-01-25T14,12.47%,45.85%,9.32%,0.00%,32.36%,14.91,9.50
2023-01-25T15,12.67%,43.20%,9.49%,0.00%,34.64%,14.66,9.38
2023-01-25T16,12.11%,39.18%,9.69%,0.00%,39.02%,13.71,8.80
2023-01-25T17,11.76%,35.04%,9.99%,0.00%,43.21%,12.88,8.30
2023-01-25T18,11.60%,33.35%,10.27%,0.00%,44.78%,12.53,8.10
2023-01-25T19,11.33%,34.48%,10.49%,0.00%,43.70%,12.51,8.06
2023-01-25T20,10.98%,35.71%,10.70%,0.00%,42.61%,12.46,7.99
2023-01-25T21,10.32%,36.47%,10.85%,0.00%,42.36%,12.13,7.75
2023-01-25T22,10.65%,37.15%,10.94%,0.00%,41.26%,12.44,7.95
2023-01-25T23,11.51%,41.14%,10.87%,0.00%,36.47%,13.59,8.68
2023-01-26T00,13.97%,53.78%,10.64%,0.00%,21.61%,17.05,10.84
2023-01-26T01,17.96%,57.66%,10.07%,0.00%,14.31%,20.27,13.02
2023-01-26T02,18.10%,56.39%,9.90%,0.00%,15.60%,20.18,12.98
2023-01-26T03,17.68%,55.16%,9.84%,0.00%,17.32%,19.72,12.68
2023-01-26T04,17.28%,55.08%,9.94%,0.00%,17.70%,19.44,12.49
2023-01-26T05,16.10%,54.67%,10.33%,0.00%,18.89%,18.60,11.91
2023-01-26T06,14.41%,52.89%,10.75%,0.00%,21.95%,17.21,10.98
2023-01-26T07,13.32%,50.48%,10.98%,0.00%,25.22%,16.14,10.28
2023-01-26T08,13.26%,51.49%,11.00%,0.00%,24.25%,16.24,10.33
2023-01-26T09,13.38%,51.41%,10.97%,0.00%,24.24%,16.31,10.37
2023-01-26T10,12.97%,49.94%,10.79%,0.00%,26.30%,15.83,10.07
2023-01-26T11,12.81%,51.33%,10.46%,0.00%,25.39%,15.92,10.11
2023-01-26T12,13.21%,53.63%,9.89%,0.00%,23.27%,16.52,10.47
2023-01-26T13,15.04%,54.90%,9.13%,0.00%,20.94%,17.92,11.43
2023-01-26T14,17.30%,55.86%,8.82%,0.00%,18.03%,19.57,12.56
2023-01-26T15,16.76%,51.92%,9.13%,0.00%,22.19%,18.64,11.99
2023-01-26T16,15.03%,47.45%,9.64%,0.00%,27.88%,16.85,10.83
2023-01-26T17,14.29%,46.31%,10.25%,0.00%,29.15%,16.19,10.39
2023-01-26T18,13.94%,46.40%,10.74%,0.00%,28.92%,15.97,10.23
2023-01-26T19,14.15%,42.98%,11.19%,0.00%,31.69%,15.62,10.06
2023-01-26T20,14.37%,40.23%,11.60%,0.00%,33.80%,15.37,9.94
2023-01-26T21,14.39%,39.39%,11.89%,0.00%,34.34%,15.26,9.88
2023-01-26T22,13.82%,40.46%,12.03%,0.00%,33.69%,15.04,9.70
2023-01-26T23,13.31%,45.69%,11.93%,0.00%,29.07%,15.45,9.88
2023-01-27T00,15.53%,58.47%,11.49%,0.00%,14.52%,18.76,11.94
2023-01-27T01,19.84%,59.96%,10.74%,0.00%,9.46%,21.86,14.08
2023-01-27T02,19.71%,58.83%,10.45%,0.00%,11.01%,21.61,13.93
2023-01-27T03,19.33%,57.58%,10.33%,0.00%,12.76%,21.17,13.65
2023-01-27T04,18.57%,54.65%,10.47%,0.00%,16.31%,20.24,13.06
2023-01-27T05,17.16%,51.14%,10.81%,0.00%,20.89%,18.80,12.12
2023-01-27T06,14.36%,48.28%,11.07%,0.00%,26.29%,16.52,10.58
2023-01-27T07,13.18%,44.26%,11.23%,0.00%,31.34%,15.15,9.71
2023-01-27T08,11.95%,41.30%,11.21%,0.00%,35.53%,13.91,8.90
2023-01-27T09,11.42%,38.73%,11.16%,0.00%,38.69%,13.19,8.44
2023-01-27T10,11.27%,37.27%,11.00%,0.00%,40.45%,12.88,8.26
2023-01-27T11,11.17%,37.05%,10.68%,0.00%,41.10%,12.78,8.19
2023-01-27T12,11.59%,39.25%,10.14%,0.00%,39.02%,13.37,8.56
2023-01-27T13,11.73%,42.09%,9.37%,0.00%,36.81%,13.88,8.86
2023-01-27T14,11.43%,42.68%,9.10%,0.00%,36.79%,13.76,8.76
2023-01-27T15,10.91%,39.33%,9.30%,0.00%,40.46%,12.93,8.25
2023-01-27T16,11.32%,35.50%,9.68%,0.00%,43.50%,12.66,8.14
2023-01-27T17,11.35%,33.09%,10.05%,0.00%,45.51%,12.33,7.96
2023-01-27T18,11.16%,30.46%,9.97%,0.00%,48.40%,11.83,7.66
2023-01-27T19,11.07%,28.72%,11.00%,0.00%,49.21%,11.51,7.47
2023-01-27T20,11.12%,28.88%,11.33%,0.00%,48.67%,11.57,7.51
2023-01-27T21,11.07%,27.47%,11.55%,0.00%,49.92%,11.33,7.37
2023-01-27T22,11.19%,26.35%,11.67%,0.00%,50.79%,11.26,7.34
2023-01-27T23,11.18%,28.33%,11.65%,0.00%,48.84%,11.53,7.49
2023-01-28T00,14.55%,36.13%,11.39%,0.00%,37.92%,14.91,9.70
2023-01-28T01,14.88%,36.42%,11.01%,0.00%,37.69%,15.17,9.87
2023-01-28T02,12.21%,31.47%,10.97%,0.00%,45.36%,12.67,8.23
2023-01-28T03,12.17%,31.13%,10.98%,0.00%,45.72%,12.59,8.18
2023-01-28T04,12.60%,28.84%,11.14%,0.00%,47.42%,12.56,8.20
2023-01-28T05,13.54%,25.27%,11.49%,0.00%,49.70%,12.67,8.35
2023-01-28T06,13.93%,23.28%,11.91%,0.00%,50.87%,12.65,8.38
2023-01-28T07,12.92%,22.55%,12.27%,0.00%,52.26%,11.87,7.84
2023-01-28T08,12.51%,21.49%,12.53%,0.00%,53.47%,11.44,7.57
2023-01-28T09,12.41%,20.72%,12.77%,0.00%,54.11%,11.26,7.46
2023-01-28T10,12.75%,20.62%,12.89%,0.00%,53.75%,11.47,7.61
2023-01-28T11,12.88%,20.70%,12.83%,0.00%,53.58%,11.58,7.68
2023-01-28T12,13.51%,21.09%,12.61%,0.00%,52.79%,12.05,8.00
2023-01-28T13,15.03%,21.54%,12.34%,0.00%,51.10%,13.13,8.75
