period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-04-13T17,11.64%,26.45%,8.39%,0.00%,53.52%,11.57,7.56
2023-04-13T18,12.39%,26.83%,8.27%,0.00%,52.52%,12.13,7.94
2023-04-13T19,12.64%,27.36%,8.05%,0.00%,51.96%,12.37,8.10
2023-04-13T20,12.82%,26.87%,7.77%,0.00%,52.55%,12.42,8.14
2023-04-13T21,13.14%,25.87%,7.57%,0.00%,53.41%,12.49,8.22
2023-04-13T22,13.55%,25.47%,7.34%,0.00%,53.64%,12.70,8.37
2023-04-13T23,14.17%,25.59%,7.24%,0.00%,52.99%,13.14,8.67
2023-04-14T00,14.50%,26.57%,7.33%,0.00%,51.60%,13.50,8.90
2023-04-14T01,16.72%,30.74%,7.61%,0.00%,44.93%,15.58,10.28
2023-04-14T02,16.55%,30.88%,7.65%,0.00%,44.92%,15.49,10.21
2023-04-14T03,14.75%,27.44%,7.77%,0.00%,50.04%,13.79,9.09
2023-04-14T04,14.15%,24.44%,8.25%,0.00%,53.15%,12.96,8.57
2023-04-14T05,12.33%,21.49%,8.90%,0.00%,57.29%,11.32,7.48
2023-04-14T06,11.02%,18.83%,9.47%,0.00%,60.68%,10.06,6.66
2023-04-14T07,10.65%,18.26%,9.93%,0.00%,61.15%,9.74,6.44
2023-04-14T08,10.70%,17.97%,10.23%,0.00%,61.10%,9.73,6.44
2023-04-14T09,10.40%,18.11%,10.35%,0.00%,61.13%,9.55,6.31
2023-04-14T10,10.30%,18.49%,10.32%,0.00%,60.89%,9.53,6.29
2023-04-14T11,10.51%,20.47%,9.91%,0.00%,59.11%,9.96,6.55
2023-04-14T12,10.44%,24.62%,9.18%,0.00%,55.76%,10.51,6.85
2023-04-14T13,11.04%,25.39%,8.89%,0.00%,54.68%,11.02,7.19
2023-04-14T14,10.88%,24.79%,8.68%,0.00%,55.66%,10.82,7.07
2023-04-14T15,10.55%,24.66%,8.43%,0.00%,56.36%,10.59,6.91
2023-04-14T16,11.20%,25.30%,8.18%,0.00%,55.32%,11.11,7.26
2023-04-14T17,11.20%,26.98%,8.03%,0.00%,53.78%,11.36,7.40
2023-04-14T18,12.55%,27.63%,7.90%,0.00%,51.92%,12.35,8.08
2023-04-14T19,12.75%,29.38%,7.73%,0.00%,50.14%,12.73,8.31
2023-04-14T20,12.59%,29.38%,7.64%,0.00%,50.39%,12.62,8.24
2023-04-14T21,12.68%,30.57%,7.53%,0.00%,49.22%,12.86,8.38
2023-04-14T22,13.42%,31.92%,7.40%,0.00%,47.26%,13.55,8.83
2023-04-14T23,13.46%,30.97%,7.31%,0.00%,48.26%,13.44,8.77
2023-04-15T00,13.35%,31.54%,7.41%,0.00%,47.70%,13.44,8.77
2023-04-15T01,15.07%,36.90%,7.59%,0.00%,40.44%,15.36,10.00
2023-04-15T02,17.31%,42.94%,7.73%,0.00%,32.02%,17.73,11.53
2023-04-15T03,17.70%,42.90%,7.85%,0.00%,31.55%,17.98,11.71
2023-04-15T04,16.36%,40.81%,8.12%,0.00%,34.71%,16.78,10.91
2023-04-15T05,14.33%,37.73%,8.46%,0.00%,39.48%,14.99,9.72
2023-04-15T06,13.36%,34.60%,8.92%,0.00%,43.12%,13.89,9.02
2023-04-15T07,12.02%,33.43%,9.26%,0.00%,45.29%,12.83,8.30
2023-04-15T08,12.06%,32.56%,9.63%,0.00%,45.75%,12.73,8.24
2023-04-15T09,11.38%,31.90%,9.77%,0.00%,46.94%,12.18,7.88
2023-04-15T10,11.49%,31.45%,9.89%,0.00%,47.18%,12.19,7.89
2023-04-15T11,14.08%,32.95%,9.82%,0.00%,43.14%,14.14,9.22
2023-04-15T12,15.36%,32.07%,9.59%,0.00%,42.99%,14.86,9.75
2023-04-15T13,14.39%,29.62%,9.34%,0.00%,46.65%,13.86,9.10
2023-04-15T14,12.67%,27.62%,8.92%,0.00%,50.79%,12.43,8.14
2023-04-15T15,11.72%,27.31%,8.39%,0.00%,52.58%,11.75,7.67
2023-04-15T16,10.98%,28.68%,8.00%,0.00%,52.35%,11.45,7.43
2023-04-15T17,11.86%,31.91%,7.64%,0.00%,48.58%,12.50,8.10
2023-04-15T18,12.67%,33.94%,7.41%,0.00%,45.98%,13.33,8.64
2023-04-15T19,13.01%,37.21%,7.18%,0.00%,42.60%,14.03,9.06
2023-04-15T20,13.94%,38.45%,6.98%,0.00%,40.62%,14.83,9.60
2023-04-15T21,13.88%,37.94%,6.80%,0.00%,41.37%,14.72,9.53
2023-04-15T22,13.78%,36.08%,6.68%,0.00%,43.46%,14.38,9.33
2023-04-15T23,13.88%,36.24%,6.67%,0.00%,43.22%,14.47,9.39
2023-04-16T00,14.05%,38.14%,6.81%,0.00%,41.00%,14.86,9.63
2023-04-16T01,14.97%,43.90%,7.13%,0.00%,34.00%,16.30,10.52
2023-04-16T02,15.30%,44.56%,7.41%,0.00%,32.73%,16.61,10.72
2023-04-16T03,14.73%,40.47%,7.64%,0.00%,37.17%,15.65,10.13
2023-04-16T04,12.92%,35.58%,8.05%,0.00%,43.45%,13.74,8.89
2023-04-16T05,13.07%,33.60%,8.60%,0.00%,44.73%,13.55,8.80
2023-04-16T06,12.61%,31.64%,9.19%,0.00%,46.57%,12.96,8.43
2023-04-16T07,12.84%,29.81%,9.71%,0.00%,47.64%,12.86,8.39
2023-04-16T08,13.36%,29.79%,10.13%,0.00%,46.73%,13.20,8.63
2023-04-16T09,13.83%,29.16%,10.49%,0.00%,46.52%,13.42,8.80
2023-04-16T10,14.05%,32.11%,10.63%,0.00%,43.21%,13.99,9.14
2023-04-16T11,14.41%,37.01%,10.64%,0.00%,37.94%,14.94,9.70
2023-04-16T12,15.10%,43.24%,10.56%,0.00%,31.10%,16.29,10.52
2023-04-16T13,16.20%,44.43%,10.40%,0.00%,28.97%,17.20,11.13
2023-04-16T14,14.06%,36.17%,10.05%,0.00%,39.72%,14.58,9.47
2023-04-16T15,12.90%,29.97%,9.68%,0.00%,47.46%,12.92,8.43
2023-04-16T16,12.41%,30.94%,9.50%,0.00%,47.15%,12.73,8.28
2023-04-16T17,12.24%,32.65%,9.41%,0.00%,45.70%,12.86,8.34
2023-04-16T18,12.09%,35.44%,9.29%,0.00%,43.18%,13.16,8.49
2023-04-16T19,12.17%,38.62%,9.11%,0.00%,40.09%,13.67,8.79
2023-04-16T20,11.95%,40.41%,8.92%,0.00%,38.72%,13.78,8.82
2023-04-16T21,11.80%,41.40%,8.70%,0.00%,38.10%,13.82,8.83
2023-04-16T22,11.60%,42.18%,8.48%,0.00%,37.74%,13.80,8.80
2023-04-16T23,11.66%,43.27%,8.27%,0.00%,36.80%,14.00,8.92
2023-04-17T00,13.38%,48.25%,8.25%,0.00%,30.12%,15.86,10.12
2023-04-17T01,17.58%,57.20%,8.52%,0.00%,16.70%,19.95,12.80
2023-04-17T02,18.73%,59.26%,8.63%,0.00%,13.38%,21.01,13.50
2023-04-17T03,16.18%,54.50%,8.61%,0.00%,20.70%,18.63,11.93
2023-04-17T04,13.60%,46.51%,9.09%,0.00%,30.80%,15.76,10.09
2023-04-17T05,12.25%,37.99%,9.69%,0.00%,40.07%,13.63,8.77
2023-04-17T06,11.49%,30.73%,10.20%,0.00%,47.58%,12.09,7.83
2023-04-17T07,10.92%,24.44%,10.51%,0.00%,54.13%,10.80,7.06
2023-04-17T08,10.91%,22.81%,10.74%,0.00%,55.54%,10.56,6.93
2023-04-17T09,10.71%,22.45%,10.78%,0.00%,56.06%,10.38,6.80
2023-04-17T10,10.55%,22.95%,10.59%,0.00%,55.91%,10.34,6.77
2023-04-17T11,10.34%,24.08%,10.02%,0.00%,55.56%,10.36,6.76
2023-04-17T12,10.55%,26.61%,9.25%,0.00%,53.59%,10.87,7.06
2023-04-17T13,11.36%,26.28%,8.94%,0.00%,53.42%,11.36,7.42
2023-04-17T14,11.39%,21.79%,8.86%,0.00%,57.96%,10.74,7.07
2023-04-17T15,10.17%,19.71%,8.74%,0.00%,61.38%,9.62,6.33
2023-04-17T16,9.52%,20.33%,8.66%,0.00%,61.49%,9.27,6.08
2023-04-17T17,8.79%,20.74%,8.56%,0.00%,61.91%,8.85,5.77
2023-04-17T18,8.66%,20.43%,8.48%,0.00%,62.43%,8.71,5.68
2023-04-17T19,8.57%,20.81%,8.32%,0.00%,62.30%,8.71,5.67
2023-04-17T20,8.41%,20.84%,8.15%,0.00%,62.60%,8.61,5.60
2023-04-17T21,8.24%,21.72%,7.92%,0.00%,62.12%,8.62,5.59
2023-04-17T22,8.29%,23.08%,7.74%,0.00%,60.89%,8.85,5.73
2023-04-17T23,8.31%,24.44%,7.62%,0.00%,59.64%,9.06,5.84
2023-04-18T00,8.55%,25.85%,7.68%,0.00%,57.92%,9.42,6.07
2023-04-18T01,9.17%,28.66%,7.82%,0.00%,54.35%,10.24,6.58
2023-04-18T02,9.05%,29.90%,7.78%,0.00%,53.27%,10.34,6.63
2023-04-18T03,8.91%,28.60%,8.04%,0.00%,54.45%,10.05,6.45
2023-04-18T04,9.33%,25.70%,8.60%,0.00%,56.38%,9.92,6.42
2023-04-18T05,9.93%,21.60%,9.24%,0.00%,59.24%,9.73,6.37
2023-04-18T06,10.31%,17.82%,9.83%,0.00%,62.04%,9.44,6.24
2023-04-18T07,11.04%,16.10%,10.18%,0.00%,62.68%,9.68,6.45
2023-04-18T08,11.41%,16.16%,10.39%,0.00%,62.03%,9.95,6.63
2023-04-18T09,11.54%,16.76%,10.46%,0.00%,61.24%,10.12,6.74
2023-04-18T10,11.32%,16.47%,10.45%,0.00%,61.76%,9.92,6.61
2023-04-18T11,11.22%,20.07%,9.95%,0.00%,58.77%,10.37,6.85
2023-04-18T12,12.55%,22.41%,9.21%,0.00%,55.83%,11.60,7.66
2023-04-18T13,12.87%,23.86%,8.93%,0.00%,54.34%,12.02,7.93
2023-04-18T14,13.48%,23.82%,8.74%,0.00%,53.96%,12.42,8.21
2023-04-18T15,12.35%,22.59%,8.57%,0.00%,56.50%,11.49,7.58
2023-04-18T16,11.07%,21.63%,8.37%,0.00%,58.92%,10.50,6.91
2023-04-18T17,9.97%,21.37%,8.22%,0.00%,60.44%,9.73,6.37
2023-04-18T18,10.05%,20.74%,8.14%,0.00%,61.08%,9.69,6.36
2023-04-18T19,9.61%,21.11%,7.97%,0.00%,61.31%,9.45,6.18
2023-04-18T20,9.43%,22.17%,7.82%,0.00%,60.58%,9.48,6.18
2023-04-18T21,9.27%,23.33%,7.67%,0.00%,59.73%,9.54,6.20
2023-04-18T22,9.18%,23.59%,7.60%,0.00%,59.63%,9.52,6.18
2023-04-18T23,9.75%,24.50%,7.50%,0.00%,58.26%,10.03,6.52
2023-04-19T00,10.04%,25.28%,7.52%,0.00%,57.16%,10.33,6.72
2023-04-19T01,10.78%,27.48%,7.61%,0.00%,54.13%,11.15,7.24
2023-04-19T02,12.41%,28.56%,7.58%,0.00%,51.45%,12.39,8.09
2023-04-19T03,12.23%,27.03%,7.73%,0.00%,53.01%,12.05,7.88
2023-04-19T04,11.06%,24.78%,8.16%,0.00%,56.01%,10.94,7.15
2023-04-19T05,10.78%,21.99%,8.74%,0.00%,58.49%,10.36,6.80
2023-04-19T06,10.43%,19.53%,9.37%,0.00%,60.66%,9.77,6.44
2023-04-19T07,10.24%,19.00%,9.65%,0.00%,61.11%,9.57,6.31
2023-04-19T08,10.57%,18.15%,9.87%,0.00%,61.42%,9.66,6.39
2023-04-19T09,10.69%,17.86%,9.97%,0.00%,61.48%,9.70,6.43
2023-04-19T10,10.96%,20.01%,9.89%,0.00%,59.14%,10.19,6.72
2023-04-19T11,11.64%,21.95%,9.63%,0.00%,56.79%,10.92,7.20
2023-04-19T12,13.07%,25.16%,8.93%,0.00%,52.85%,12.34,8.12
2023-04-19T13,14.40%,26.00%,8.64%,0.00%,50.97%,13.35,8.81
2023-04-19T14,13.53%,24.40%,8.35%,0.00%,53.72%,12.54,8.28
2023-04-19T15,11.85%,24.08%,8.08%,0.00%,55.99%,11.37,7.47
2023-04-19T16,11.29%,24.16%,7.85%,0.00%,56.70%,11.01,7.21
2023-04-19T17,11.14%,24.13%,7.66%,0.00%,57.08%,10.90,7.14
2023-04-19T18,11.30%,24.28%,7.46%,0.00%,56.96%,11.03,7.22
2023-04-19T19,10.40%,24.25%,7.29%,0.00%,58.06%,10.43,6.81
2023-04-19T20,10.12%,24.81%,7.09%,0.00%,57.99%,10.32,6.72
2023-04-19T21,9.71%,25.74%,6.95%,0.00%,57.61%,10.18,6.60
2023-04-19T22,10.21%,26.58%,6.81%,0.00%,56.40%,10.64,6.90
2023-04-19T23,10.55%,27.00%,6.76%,0.00%,55.69%,10.92,7.09
2023-04-20T00,11.01%,28.03%,6.82%,0.00%,54.14%,11.37,7.39
2023-04-20T01,11.68%,30.37%,6.99%,0.00%,50.97%,12.16,7.89
2023-04-20T02,12.25%,31.94%,7.00%,0.00%,48.81%,12.77,8.29
2023-04-20T03,12.03%,30.64%,7.18%,0.00%,50.15%,12.43,8.08
2023-04-20T04,11.39%,29.27%,7.58%,0.00%,51.75%,11.81,7.67
2023-04-20T05,10.94%,26.07%,8.09%,0.00%,54.90%,11.05,7.20
2023-04-20T06,10.30%,24.33%,8.65%,0.00%,56.72%,10.37,6.76
2023-04-20T07,10.50%,23.58%,9.00%,0.00%,56.92%,10.40,6.80
2023-04-20T08,10.78%,23.96%,9.27%,0.00%,56.00%,10.64,6.96
2023-04-20T09,10.93%,24.80%,9.39%,0.00%,54.89%,10.86,7.09
2023-04-20T10,10.98%,26.93%,9.38%,0.00%,52.71%,11.20,7.29
2023-04-20T11,11.88%,31.06%,9.07%,0.00%,48.00%,12.39,8.04
2023-04-20T12,14.32%,34.72%,8.51%,0.00%,42.45%,14.55,9.47
2023-04-20T13,15.00%,36.81%,8.34%,0.00%,39.85%,15.30,9.96
2023-04-20T14,13.44%,33.18%,8.13%,0.00%,45.25%,13.74,8.94
2023-04-20T15,11.66%,31.87%,7.86%,0.00%,48.61%,12.36,8.00
2023-04-20T16,11.17%,31.35%,7.60%,0.00%,49.88%,11.96,7.73
2023-04-20T17,10.95%,31.92%,7.39%,0.00%,49.74%,11.90,7.68
2023-04-20T18,11.16%,35.07%,7.26%,0.00%,46.51%,12.49,8.03
2023-04-20T19,12.77%,38.93%,7.13%,0.00%,41.17%,14.11,9.09
2023-04-20T20,14.13%,43.16%,7.04%,0.00%,35.67%,15.63,10.06
2023-04-20T21,14.02%,46.36%,7.01%,0.00%,32.61%,16.02,10.27
2023-04-20T22,13.96%,47.61%,7.03%,0.00%,31.40%,16.16,10.34
2023-04-20T23,13.98%,47.93%,7.09%,0.00%,31.00%,16.21,10.38
2023-04-21T00,13.96%,49.63%,7.25%,0.00%,29.17%,16.44,10.50
2023-04-21T01,14.76%,54.30%,7.51%,0.00%,23.43%,17.65,11.25
2023-04-21T02,14.98%,57.46%,7.65%,0.00%,19.91%,18.25,11.61
2023-04-21T03,14.68%,53.76%,7.73%,0.00%,23.84%,17.52,11.17
2023-04-21T04,13.59%,47.13%,8.03%,0.00%,31.25%,15.84,10.13
2023-04-21T05,12.75%,43.29%,8.55%,0.00%,35.42%,14.73,9.43
2023-04-21T06,11.39%,43.34%,9.13%,0.00%,36.13%,13.83,8.80
2023-04-21T07,11.34%,43.94%,9.62%,0.00%,35.10%,13.88,8.82
2023-04-21T08,12.44%,47.17%,10.07%,0.00%,30.31%,15.08,9.60
2023-04-21T09,13.93%,50.49%,10.32%,0.00%,25.26%,16.55,10.56
2023-04-21T10,14.02%,52.11%,10.28%,0.00%,23.60%,16.84,10.73
2023-04-21T11,12.47%,47.69%,9.97%,0.00%,29.87%,15.17,9.65
2023-04-21T12,11.94%,46.48%,9.21%,0.00%,32.37%,14.64,9.31
2023-04-21T13,14.01%,47.08%,8.92%,0.00%,29.99%,16.11,10.32
2023-04-21T14,12.24%,41.61%,8.74%,0.00%,37.41%,14.15,9.06
2023-04-21T15,11.91%,38.60%,8.44%,0.00%,41.05%,13.50,8.66
2023-04-21T16,11.79%,38.36%,8.18%,0.00%,41.67%,13.38,8.58
2023-04-21T17,11.64%,39.83%,8.21%,0.00%,40.32%,13.49,8.63
2023-04-21T18,12.94%,42.77%,8.39%,0.00%,35.91%,14.78,9.47
2023-04-21T19,13.35%,43.36%,8.30%,0.00%,34.99%,15.14,9.71
2023-04-21T20,13.20%,43.50%,8.14%,0.00%,35.16%,15.06,9.66
2023-04-21T21,12.09%,43.36%,7.98%,0.00%,36.57%,14.30,9.13
2023-04-21T22,11.42%,44.26%,7.89%,0.00%,36.43%,13.98,8.88
2023-04-21T23,12.85%,46.46%,7.86%,0.00%,32.83%,15.25,9.73
2023-04-22T00,14.34%,51.23%,8.05%,0.00%,26.38%,16.93,10.81
2023-04-22T01,16.08%,61.22%,8.46%,0.00%,14.23%,19.53,12.43
2023-04-22T02,16.79%,65.58%,8.69%,0.00%,8.94%,20.63,13.11
2023-04-22T03,16.46%,60.38%,8.85%,0.00%,14.30%,19.66,12.54
2023-04-22T04,15.05%,50.05%,9.42%,0.00%,25.48%,17.24,11.05
2023-04-22T05,13.04%,38.40%,10.04%,0.00%,38.51%,14.22,9.17
2023-04-22T06,12.64%,30.81%,10.53%,0.00%,46.02%,12.86,8.37
2023-04-22T07,11.96%,27.27%,10.93%,0.00%,49.85%,11.90,7.77
2023-04-22T08,11.90%,24.99%,11.33%,0.00%,51.78%,11.54,7.56
2023-04-22T09,11.49%,23.84%,11.61%,0.00%,53.06%,11.10,7.28
2023-04-22T10,11.53%,23.41%,11.74%,0.00%,53.32%,11.06,7.27
2023-04-22T11,11.85%,25.49%,11.61%,0.00%,51.05%,11.57,7.58
2023-04-22T12,12.41%,28.37%,11.49%,0.00%,47.73%,12.36,8.07
2023-04-22T13,14.31%,26.53%,11.17%,0.00%,47.99%,13.36,8.81
2023-04-22T14,13.24%,19.14%,10.80%,0.00%,56.82%,11.59,7.72
2023-04-22T15,12.16%,16.63%,10.42%,0.00%,60.79%,10.51,7.01
2023-04-22T16,12.02%,15.97%,10.32%,0.00%,61.69%,10.32,6.89
2023-04-22T17,12.15%,16.43%,10.13%,0.00%,61.28%,10.48,6.99
2023-04-22T18,11.97%,17.81%,9.95%,0.00%,60.27%,10.55,7.02
2023-04-22T19,11.74%,19.88%,9.82%,0.00%,58.56%,10.70,7.08
2023-04-22T20,11.57%,20.91%,9.71%,0.00%,57.81%,10.73,7.08
2023-04-22T21,11.33%,21.85%,9.59%,0.00%,57.23%,10.71,7.05
2023-04-22T22,11.18%,21.13%,9.59%,0.00%,58.09%,10.50,6.92
2023-04-22T23,10.97%,21.25%,9.74%,0.00%,58.05%,10.37,6.83
2023-04-23T00,11.25%,22.15%,10.04%,0.00%,56.56%,10.70,7.03
2023-04-23T01,11.76%,22.81%,10.38%,0.00%,55.05%,11.13,7.32
2023-04-23T02,11.31%,23.31%,10.41%,0.00%,54.97%,10.90,7.15
2023-04-23T03,11.57%,22.61%,10.62%,0.00%,55.20%,10.98,7.22
2023-04-23T04,11.72%,21.98%,11.08%,0.00%,55.21%,10.99,7.24
2023-04-23T05,10.43%,23.09%,11.64%,0.00%,54.85%,10.28,6.72
2023-04-23T06,10.06%,21.86%,12.26%,0.00%,55.81%,9.86,6.46
2023-04-23T07,10.31%,22.28%,12.61%,0.00%,54.81%,10.08,6.60
2023-04-23T08,10.77%,25.84%,12.96%,0.00%,50.42%,10.90,7.10
2023-04-23T09,11.04%,26.81%,13.20%,0.00%,48.95%,11.22,7.31
2023-04-23T10,11.12%,28.35%,13.26%,0.00%,47.27%,11.50,7.47
2023-04-23T11,11.58%,30.04%,13.29%,0.00%,45.09%,12.05,7.82
2023-04-23T12,12.46%,31.20%,13.09%,0.00%,43.25%,12.80,8.32
2023-04-23T13,13.25%,31.86%,12.71%,0.00%,42.17%,13.42,8.75
2023-04-23T14,14.28%,34.85%,12.20%,0.00%,38.67%,14.54,9.47
2023-04-23T15,14.37%,36.75%,10.89%,0.00%,37.99%,14.87,9.66
2023-04-23T16,13.49%,38.13%,9.32%,0.00%,39.06%,14.48,9.36
2023-04-23T17,13.17%,39.28%,8.88%,0.00%,38.67%,14.44,9.31
2023-04-23T18,14.07%,40.90%,8.65%,0.00%,36.39%,15.26,9.85
2023-04-23T19,14.41%,40.48%,8.85%,0.00%,36.26%,15.43,9.98
2023-04-23T20,13.56%,39.64%,9.11%,0.00%,37.68%,14.75,9.52
2023-04-23T21,13.72%,40.69%,9.28%,0.00%,36.31%,15.01,9.68
2023-04-23T22,13.44%,44.74%,9.32%,0.00%,32.50%,15.40,9.87
2023-04-23T23,14.69%,47.48%,9.29%,0.00%,28.54%,16.62,10.67
2023-04-24T00,16.19%,51.69%,9.23%,0.00%,22.89%,18.23,11.71
2023-04-24T01,17.62%,55.72%,9.22%,0.00%,17.43%,19.77,12.70
2023-04-24T02,18.36%,58.67%,9.10%,0.00%,13.86%,20.69,13.29
2023-04-24T03,18.36%,58.37%,9.34%,0.00%,13.93%,20.64,13.26
2023-04-24T04,18.23%,57.14%,9.80%,0.00%,14.83%,20.38,13.10
2023-04-24T05,18.66%,56.32%,10.45%,0.00%,14.57%,20.55,13.24
2023-04-24T06,17.49%,56.97%,11.07%,0.00%,14.47%,19.86,12.74
2023-04-24T07,17.30%,57.65%,11.29%,0.00%,13.76%,19.83,12.71
2023-04-24T08,17.41%,58.58%,11.51%,0.00%,12.50%,20.04,12.83
2023-04-24T09,18.32%,58.39%,11.54%,0.00%,11.75%,20.61,13.24
2023-04-24T10,18.54%,57.95%,11.33%,0.00%,12.18%,20.70,13.31
2023-04-24T11,18.45%,57.72%,10.66%,0.00%,13.18%,20.60,13.25
2023-04-24T12,18.68%,58.56%,9.76%,0.00%,13.00%,20.88,13.43
2023-04-24T13,18.23%,57.91%,9.42%,0.00%,14.44%,20.49,13.16
2023-04-24T14,17.68%,55.39%,9.31%,0.00%,17.62%,19.76,12.70
2023-04-24T15,17.34%,52.65%,9.26%,0.00%,20.75%,19.14,12.32
2023-04-24T16,16.57%,48.70%,9.31%,0.00%,25.42%,18.05,11.65
2023-04-24T17,15.14%,43.32%,9.34%,0.00%,32.20%,16.33,10.55
2023-04-24T18,13.81%,36.86%,9.31%,0.00%,40.02%,14.52,9.41
2023-04-24T19,12.62%,34.44%,9.23%,0.00%,43.71%,13.37,8.66
2023-04-24T20,12.04%,35.06%,9.19%,0.00%,43.71%,13.07,8.44
2023-04-24T21,12.50%,34.72%,9.13%,0.00%,43.66%,13.33,8.62
2023-04-24T22,13.72%,38.41%,9.00%,0.00%,38.86%,14.68,9.49
2023-04-24T23,14.53%,37.93%,8.92%,0.00%,38.62%,15.15,9.83
2023-04-25T00,14.62%,40.24%,8.87%,0.00%,36.27%,15.54,10.06
2023-04-25T01,16.01%,43.01%,8.85%,0.00%,32.13%,16.87,10.93
2023-04-25T02,17.20%,43.66%,8.69%,0.00%,30.45%,17.75,11.54
2023-04-25T03,16.75%,42.07%,8.92%,0.00%,32.26%,17.23,11.20
2023-04-25T04,18.48%,38.19%,9.43%,0.00%,33.90%,17.83,11.70
2023-04-25T05,19.99%,34.44%,10.09%,0.00%,35.48%,18.30,12.10
2023-04-25T06,18.95%,32.76%,10.64%,0.00%,37.65%,17.36,11.48
2023-04-25T07,18.44%,32.62%,10.98%,0.00%,37.97%,17.00,11.23
2023-04-25T08,18.06%,33.68%,11.13%,0.00%,37.13%,16.90,11.14
2023-04-25T09,18.85%,38.23%,11.22%,0.00%,31.70%,18.08,11.87
2023-04-25T10,17.45%,42.33%,11.15%,0.00%,29.07%,17.73,11.55
2023-04-25T11,19.12%,47.24%,10.62%,0.00%,23.02%,19.55,12.72
2023-04-25T12,18.77%,50.24%,9.89%,0.00%,21.10%,19.75,12.80
2023-04-25T13,17.76%,49.32%,9.61%,0.00%,23.31%,18.94,12.25
2023-04-25T14,17.07%,44.54%,9.42%,0.00%,28.97%,17.80,11.55
2023-04-25T15,16.11%,38.46%,9.21%,0.00%,36.22%,16.28,10.61
2023-04-25T16,14.15%,34.06%,8.99%,0.00%,42.79%,14.34,9.34
2023-04-25T17,11.64%,33.79%,8.78%,0.00%,45.78%,12.63,8.15
2023-04-25T18,11.59%,34.24%,8.70%,0.00%,45.47%,12.65,8.16
2023-04-25T19,11.82%,35.07%,8.62%,0.00%,44.50%,12.92,8.33
2023-04-25T20,13.34%,35.68%,8.50%,0.00%,42.47%,14.03,9.10
2023-04-25T21,15.05%,36.01%,8.42%,0.00%,40.52%,15.22,9.92
2023-04-25T22,15.34%,36.71%,8.27%,0.00%,39.68%,15.52,10.11
2023-04-25T23,15.28%,37.64%,8.12%,0.00%,38.96%,15.61,10.16
2023-04-26T00,14.61%,37.13%,8.13%,0.00%,40.12%,15.09,9.80
2023-04-26T01,15.21%,38.72%,8.17%,0.00%,37.90%,15.72,10.21
2023-04-26T02,15.70%,38.34%,8.15%,0.00%,37.81%,15.99,10.41
2023-04-26T03,14.57%,33.40%,8.26%,0.00%,43.78%,14.52,9.48
2023-04-26T04,12.40%,31.32%,8.73%,0.00%,47.55%,12.78,8.31
2023-04-26T05,11.88%,30.72%,9.31%,0.00%,48.10%,12.34,8.01
2023-04-26T06,13.35%,26.77%,9.87%,0.00%,50.02%,12.76,8.38
2023-04-26T07,13.29%,25.91%,10.21%,0.00%,50.59%,12.60,8.29
2023-04-26T08,14.64%,27.57%,10.52%,0.00%,47.27%,13.73,9.05
2023-04-26T09,15.12%,28.27%,10.67%,0.00%,45.94%,14.16,9.33
2023-04-26T10,14.72%,29.77%,10.60%,0.00%,44.91%,14.10,9.26
2023-04-26T11,14.33%,34.38%,10.13%,0.00%,41.16%,14.51,9.45
2023-04-26T12,15.31%,40.36%,9.49%,0.00%,34.83%,16.02,10.39
2023-04-26T13,18.32%,43.43%,9.15%,0.00%,29.11%,18.47,12.04
2023-04-26T14,16.28%,39.01%,8.96%,0.00%,35.75%,16.47,10.74
2023-04-26T15,12.93%,35.66%,8.75%,0.00%,42.67%,13.75,8.90
2023-04-26T16,14.13%,37.34%,8.55%,0.00%,39.98%,14.80,9.60
2023-04-26T17,16.34%,40.26%,8.38%,0.00%,35.02%,16.69,10.86
2023-04-26T18,17.07%,41.31%,8.16%,0.00%,33.46%,17.33,11.29
2023-04-26T19,16.83%,41.91%,7.93%,0.00%,33.33%,17.26,11.23
2023-04-26T20,16.75%,41.46%,7.79%,0.00%,34.01%,17.13,11.15
2023-04-26T21,16.21%,41.83%,7.65%,0.00%,34.30%,16.83,10.93
2023-04-26T22,16.84%,42.20%,7.54%,0.00%,33.43%,17.30,11.25
2023-04-26T23,15.76%,41.12%,7.45%,0.00%,35.67%,16.43,10.66
2023-04-27T00,15.36%,42.18%,7.51%,0.00%,34.94%,16.32,10.56
2023-04-27T01,15.72%,44.03%,7.67%,0.00%,32.58%,16.82,10.88
2023-04-27T02,15.35%,42.75%,7.69%,0.00%,34.22%,16.39,10.60
2023-04-27T03,15.10%,40.83%,7.92%,0.00%,36.15%,15.95,10.33
2023-04-27T04,15.59%,41.39%,8.43%,0.00%,34.59%,16.35,10.60
2023-04-27T05,16.31%,42.22%,9.06%,0.00%,32.42%,16.95,11.00
2023-04-27T06,18.09%,40.82%,9.65%,0.00%,31.44%,17.94,11.73
2023-04-27T07,18.46%,41.75%,10.10%,0.00%,29.69%,18.32,11.97
2023-04-27T08,18.72%,43.35%,10.49%,0.00%,27.43%,18.73,12.22
2023-04-27T09,18.46%,44.04%,10.61%,0.00%,26.89%,18.65,12.16
2023-04-27T10,17.93%,43.57%,10.63%,0.00%,27.86%,18.23,11.87
2023-04-27T11,17.80%,44.82%,10.28%,0.00%,27.09%,18.32,11.91
